stn;time;" Globalstrahlung (W/m); Tagesmittel";Luftdruck auf Stationshoehe (hpa);Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Niederschlag (mm);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%)
ELM;19580911;-;-;-;0;-;0;11.2;-;-;-
ELM;19580912;-;-;-;0;-;0;10.9;-;-;-
ELM;19580913;-;-;-;0;-;0;12.4;-;-;-
ELM;19580914;-;-;-;0;-;0;13.7;-;-;-
ELM;19580915;-;-;-;0;-;0;14.6;-;-;-
ELM;19580916;-;-;-;0;-;0;15.7;-;-;-
ELM;19580917;-;-;-;0;-;21.6;13.8;-;-;-
ELM;19580918;-;-;-;0;-;2.1;11.9;-;-;-
ELM;19580919;-;-;-;0;-;0;13.6;-;-;-
ELM;19580920;-;-;-;0;-;0;13.9;-;-;-
ELM;19580921;-;-;-;0;-;22.5;14.6;-;-;-
ELM;19580922;-;-;-;0;-;14.2;9.2;-;-;-
ELM;19580923;-;-;-;0;-;0;9.6;-;-;-
ELM;19580924;-;-;-;0;-;0.1;11.1;-;-;-
ELM;19580925;-;-;-;0;-;0;12.6;-;-;-
ELM;19580926;-;-;-;0;-;0;8.6;-;-;-
ELM;19580927;-;-;-;0;-;0;6.6;-;-;-
ELM;19580928;-;-;-;0;-;0;8.1;-;-;-
ELM;19580929;-;-;-;0;-;0;10.9;-;-;-
ELM;19580930;-;-;-;0;-;6;16.7;-;-;-
ELM;19581001;-;-;-;0;-;45.7;9.4;-;-;-
ELM;19581002;-;-;-;0;-;6.5;9.5;-;-;-
ELM;19581003;-;-;-;0;-;0;11.7;-;-;-
ELM;19581004;-;-;-;0;-;3.3;14.1;-;-;-
ELM;19581005;-;-;-;0;-;3.4;10.7;-;-;-
ELM;19581006;-;-;-;0;-;4.2;8.1;-;-;-
ELM;19581007;-;-;-;0;-;1.5;7.7;-;-;-
ELM;19581008;-;-;-;0;-;0;8.7;-;-;-
ELM;19581009;-;-;-;0;-;0;11.1;-;-;-
ELM;19581010;-;-;-;0;-;14.9;12.5;-;-;-
ELM;19581011;-;-;-;0;-;2.6;11.9;-;-;-
ELM;19581012;-;-;-;0;-;36.2;8.9;-;-;-
ELM;19581013;-;-;-;0;-;4.8;4.7;-;-;-
ELM;19581014;-;-;-;0;-;14.6;7.3;-;-;-
ELM;19581015;-;-;-;0;-;3.6;10;-;-;-
ELM;19581016;-;-;-;5;-;15.5;5.6;-;-;-
ELM;19581017;-;-;-;25;-;35.9;0.8;-;-;-
ELM;19581018;-;-;-;30;-;7.5;1.1;-;-;-
ELM;19581019;-;-;-;35;-;5.7;0.5;-;-;-
ELM;19581020;-;-;-;35;-;38;0.6;-;-;-
ELM;19581021;-;-;-;40;-;31.2;0.9;-;-;-
ELM;19581022;-;-;-;30;-;0;-0.3;-;-;-
ELM;19581023;-;-;-;28;-;0;0.9;-;-;-
ELM;19581024;-;-;-;25;-;0;1.7;-;-;-
ELM;19581025;-;-;-;25;-;0;1.8;-;-;-
ELM;19581026;-;-;-;23;-;0;0.6;-;-;-
ELM;19581027;-;-;-;22;-;0;0.6;-;-;-
ELM;19581028;-;-;-;22;-;0;0.9;-;-;-
ELM;19581029;-;-;-;20;-;0;2.2;-;-;-
ELM;19581030;-;-;-;18;-;0;2.9;-;-;-
ELM;19581031;-;-;-;17;-;8.7;3.2;-;-;-
ELM;19581101;-;-;-;20;-;4.2;0.9;-;-;-
ELM;19581102;-;-;-;10;-;2.3;0.1;-;-;-
ELM;19581103;-;-;-;8;-;20.6;3;-;-;-
ELM;19581104;-;-;-;5;-;3.5;3.1;-;-;-
ELM;19581105;-;-;-;2;-;0;2.5;-;-;-
ELM;19581106;-;-;-;0;-;0.5;3.3;-;-;-
ELM;19581107;-;-;-;0;-;0;0.2;-;-;-
ELM;19581108;-;-;-;0;-;0;3;-;-;-
ELM;19581109;-;-;-;0;-;6;3.8;-;-;-
ELM;19581110;-;-;-;5;-;12.7;2.4;-;-;-
ELM;19581111;-;-;-;3;-;7.1;1.4;-;-;-
ELM;19581112;-;-;-;0;-;0.8;1;-;-;-
ELM;19581113;-;-;-;0;-;0;0.9;-;-;-
ELM;19581114;-;-;-;0;-;0;1.1;-;-;-
ELM;19581115;-;-;-;0;-;0;1.8;-;-;-
ELM;19581116;-;-;-;0;-;0;0.9;-;-;-
ELM;19581117;-;-;-;0;-;0;0.1;-;-;-
ELM;19581118;-;-;-;0;-;0;1.4;-;-;-
ELM;19581119;-;-;-;0;-;0;-1.4;-;-;-
ELM;19581120;-;-;-;0;-;0;-2.7;-;-;-
ELM;19581121;-;-;-;0;-;0.4;-0.9;-;-;-
ELM;19581122;-;-;-;0;-;0;2.3;-;-;-
ELM;19581123;-;-;-;0;-;0;0.7;-;-;-
ELM;19581124;-;-;-;0;-;0;2.8;-;-;-
ELM;19581125;-;-;-;0;-;0;1;-;-;-
ELM;19581126;-;-;-;0;-;0;-2.2;-;-;-
ELM;19581127;-;-;-;0;-;0;-2.8;-;-;-
ELM;19581128;-;-;-;0;-;0;-3.6;-;-;-
ELM;19581129;-;-;-;0;-;0;-4.2;-;-;-
ELM;19581130;-;-;-;0;-;0;-3;-;-;-
ELM;19581201;-;-;-;1;-;1;-1;-;-;-
ELM;19581202;-;-;-;1;-;0;-3.2;-;-;-
ELM;19581203;-;-;-;0;-;0;-7.2;-;-;-
ELM;19581204;-;-;-;0;-;0;-9.8;-;-;-
ELM;19581205;-;-;-;0;-;0;-8.4;-;-;-
ELM;19581206;-;-;-;0;-;0;-8.9;-;-;-
ELM;19581207;-;-;-;0;-;0;-8.8;-;-;-
ELM;19581208;-;-;-;0;-;0;-5.4;-;-;-
ELM;19581209;-;-;-;8;-;6.3;-0.3;-;-;-
ELM;19581210;-;-;-;5;-;1.4;0;-;-;-
ELM;19581211;-;-;-;25;-;13.2;1.4;-;-;-
ELM;19581212;-;-;-;20;-;3.4;0.6;-;-;-
ELM;19581213;-;-;-;15;-;9.7;2.9;-;-;-
ELM;19581214;-;-;-;10;-;4;-1.6;-;-;-
ELM;19581215;-;-;-;5;-;0;3.1;-;-;-
ELM;19581216;-;-;-;3;-;0;4.5;-;-;-
ELM;19581217;-;-;-;3;-;2.2;1.8;-;-;-
ELM;19581218;-;-;-;2;-;0;2.4;-;-;-
ELM;19581219;-;-;-;1;-;0;8.2;-;-;-
ELM;19581220;-;-;-;0;-;9;6.3;-;-;-
ELM;19581221;-;-;-;-;-;5.5;3.1;-;-;-
ELM;19581222;-;-;-;0;-;0;4.3;-;-;-
ELM;19581223;-;-;-;12;-;14.2;3.5;-;-;-
ELM;19581224;-;-;-;35;-;14.1;-1;-;-;-
ELM;19581225;-;-;-;30;-;4.6;-0.8;-;-;-
ELM;19581226;-;-;-;25;-;0;-1;-;-;-
ELM;19581227;-;-;-;20;-;16.7;-0.4;-;-;-
ELM;19581228;-;-;-;15;-;14.8;2.9;-;-;-
ELM;19581229;-;-;-;13;-;1.1;1.8;-;-;-
ELM;19581230;-;-;-;11;-;0;-0.9;-;-;-
ELM;19581231;-;-;-;10;-;0;-0.6;-;-;-
ELM;19590101;-;909.3;-;10;-;0.2;-1.1;-;-;82
ELM;19590102;-;902.1;-;15;-;2.2;-1.6;-;-;76
ELM;19590103;-;894.6;-;27;-;12.4;-2.7;-;-;87
ELM;19590104;-;893.7;-;45;-;12.4;-4.7;-;-;90.3
ELM;19590105;-;896.8;-;40;-;1;-7.4;-;-;78.3
ELM;19590106;-;900.8;-;40;-;34.5;-0.6;-;-;94.7
ELM;19590107;-;896.4;-;75;-;6.2;1;-;-;93.3
ELM;19590108;-;888.8;-;90;-;27;-2.9;-;-;85.3
ELM;19590109;-;897.7;-;95;-;7.7;-5.3;-;-;84
ELM;19590110;-;895;-;90;-;14.9;-6.6;-;-;92.3
ELM;19590111;-;896.8;-;85;-;3.8;-8.9;-;-;83
ELM;19590112;-;894.6;-;85;-;2.1;-8.9;-;-;81.7
ELM;19590113;-;895.9;-;85;-;1.9;-6.5;-;-;83
ELM;19590114;-;895;-;80;-;7.9;-2;-;-;91.3
ELM;19590115;-;893.3;-;85;-;3;1;-;-;82
ELM;19590116;-;897.7;-;85;-;4.2;-4.5;-;-;88
ELM;19590117;-;914.6;-;80;-;0;-12.9;-;-;75
ELM;19590118;-;909.7;-;77;-;0;-4;-;-;69.7
ELM;19590119;-;909.3;-;75;-;0;4;-;-;63.7
ELM;19590120;-;903.9;-;65;-;0;5.7;-;-;47.3
ELM;19590121;-;901.3;-;55;-;0;5.6;-;-;60
ELM;19590122;-;901.3;-;50;-;0;7.9;-;-;45
ELM;19590123;-;905.7;-;45;-;4.6;2.1;-;-;84.3
ELM;19590124;-;907.1;-;50;-;9.9;-2.3;-;-;88.3
ELM;19590125;-;915.9;-;48;-;0;-6.9;-;-;74
ELM;19590126;-;919.9;-;45;-;0;-9.4;-;-;69.7
ELM;19590127;-;919;-;40;-;0;-5.7;-;-;73.7
ELM;19590128;-;915.9;-;38;-;0;-5.4;-;-;75.7
ELM;19590129;-;914.2;-;38;-;0;-3.8;-;-;70.3
ELM;19590130;-;910.2;-;37;-;0;-2.5;-;-;69
ELM;19590131;-;907;-;36;-;0;-4.8;-;-;76.7
ELM;19590201;-;907.9;-;36;-;0.4;-6;-;-;79.3
ELM;19590202;-;907;-;36;-;0;-7.4;-;-;76.3
ELM;19590203;-;911.9;-;36;-;0;-5.4;-;-;82
ELM;19590204;-;913.3;-;36;-;0;4.4;-;-;55.3
ELM;19590205;-;915.9;-;35;-;0;3.3;-;-;65
ELM;19590206;-;915.5;-;35;-;0;-0.3;-;-;73.3
ELM;19590207;-;913.3;-;35;-;0;-1;-;-;69.3
ELM;19590208;-;915;-;35;-;0;-1.1;-;-;68
ELM;19590209;-;917.7;-;35;-;0;-0.4;-;-;73
ELM;19590210;-;920.4;-;33;-;0;1.1;-;-;79.7
ELM;19590211;-;918.2;-;32;-;0;-3;-;-;78.7
ELM;19590212;-;917.3;-;31;-;0;-3.2;-;-;64
ELM;19590213;-;921.7;-;30;-;0;-2.7;-;-;65
ELM;19590214;-;926.6;-;30;-;0;-2.5;-;-;66.3
ELM;19590215;-;929.3;-;30;-;0;-1.3;-;-;66.7
ELM;19590216;-;930.6;-;29;-;0;-2;-;-;69
ELM;19590217;-;927.5;-;28;-;0;-0.9;-;-;69.3
ELM;19590218;-;925.3;-;27;-;0;-0.1;-;-;70.3
ELM;19590219;-;922.6;-;26;-;0;0.4;-;-;61.3
ELM;19590220;-;919.5;-;25;-;0;1.1;-;-;65.3
ELM;19590221;-;913.7;-;50;-;21.6;0.4;-;-;82
ELM;19590222;-;911.9;-;45;-;6.5;0.7;-;-;94
ELM;19590223;-;916.4;-;43;-;0;-0.2;-;-;78
ELM;19590224;-;914.6;-;40;-;0;1.7;-;-;70.7
ELM;19590225;-;914.6;-;38;-;0;1.6;-;-;62.3
ELM;19590226;-;917.7;-;35;-;0;0.7;-;-;66.7
ELM;19590227;-;919.5;-;30;-;0;1.7;-;-;62.7
ELM;19590228;-;917.3;-;27;-;0;3.2;-;-;59
ELM;19590301;-;914.2;-;24;-;0;3.4;-;-;64
ELM;19590302;-;911;-;20;-;0;7.4;-;-;44.7
ELM;19590303;-;907.9;-;15;-;0;8.8;-;-;40.7
ELM;19590304;-;900.8;-;10;-;0;7.4;-;-;60
ELM;19590305;-;897.3;-;5;-;0;8.2;-;-;61.3
ELM;19590306;-;898.2;-;0;-;0.1;11.2;-;-;41.3
ELM;19590307;-;895.9;-;8;-;22.4;3.9;-;-;93.3
ELM;19590308;-;902.6;-;2;-;0;2.2;-;-;80.3
ELM;19590309;-;902.6;-;0;-;0;5.9;-;-;52.3
ELM;19590310;-;899.9;-;0;-;2.3;7.6;-;-;51.3
ELM;19590311;-;899.1;-;0;-;0.1;4.8;-;-;74
ELM;19590312;-;907;-;5;-;13.2;2.5;-;-;88
ELM;19590313;-;910.2;-;8;-;6.3;0.6;-;-;92.7
ELM;19590314;-;910.6;-;5;-;0.1;1.8;-;-;88
ELM;19590315;-;905.3;-;0;-;0;1;-;-;70.7
ELM;19590316;-;903;-;0;-;0.9;0.9;-;-;90.3
ELM;19590317;-;901.3;-;0;-;0;5.9;-;-;37
ELM;19590318;-;903;-;0;-;0;5.7;-;-;50.7
ELM;19590319;-;908.4;-;0;-;0;4.9;-;-;71.7
ELM;19590320;-;910.6;-;0;-;0;4.6;-;-;60.7
ELM;19590321;-;912.4;-;0;-;0;6.4;-;-;60.3
ELM;19590322;-;914.6;-;0;-;0;7.4;-;-;69
ELM;19590323;-;915.9;-;0;-;0;8.8;-;-;75
ELM;19590324;-;912.4;-;0;-;0;9.1;-;-;62
ELM;19590325;-;906.6;-;1;-;11.1;8.7;-;-;81
ELM;19590326;-;905.3;-;0;-;1.8;6.9;-;-;89
ELM;19590327;-;904.4;-;0;-;0;3.5;-;-;72.3
ELM;19590328;-;902.6;-;0;-;6.6;4.5;-;-;82
ELM;19590329;-;902.6;-;0;-;3.7;5.6;-;-;84.7
ELM;19590330;-;901.3;-;3;-;10.2;3.6;-;-;84
ELM;19590331;-;904.8;-;0;-;1.7;2.6;-;-;88.3
ELM;19590401;-;912.8;-;0;-;0;4.7;-;-;75
ELM;19590402;-;914.2;-;0;-;0;5;-;-;71.7
ELM;19590403;-;911.9;-;0;-;0;6.7;-;-;56.3
ELM;19590404;-;910.2;-;0;-;0;8.7;-;-;51.3
ELM;19590405;-;905.7;-;0;-;0;9.9;-;-;60.7
ELM;19590406;-;898.2;-;0;-;4.3;9.9;-;-;63.3
ELM;19590407;-;891.1;-;4;-;14.8;2.1;-;-;96
ELM;19590408;-;895.1;-;0;-;0;8.1;-;-;51
ELM;19590409;-;889.3;-;3;-;10.2;3.2;-;-;86.3
ELM;19590410;-;890.6;-;6;-;7.5;0.7;-;-;91
ELM;19590411;-;901.3;-;0;-;0.2;3.6;-;-;76.3
ELM;19590412;-;906.6;-;0;-;0;7.7;-;-;66
ELM;19590413;-;907.5;-;0;-;0;10.3;-;-;57
ELM;19590414;-;905.3;-;0;-;0;13.4;-;-;47
ELM;19590415;-;902.6;-;0;-;0;11.3;-;-;57
ELM;19590416;-;892.4;-;1;-;5.4;12.4;-;-;48
ELM;19590417;-;891.9;-;0;-;7.8;5;-;-;84.7
ELM;19590418;-;896.4;-;0;-;24.7;5.7;-;-;93.3
ELM;19590419;-;899.9;-;3;-;10.2;3.7;-;-;88.3
ELM;19590420;-;908.4;-;1;-;0.6;0.8;-;-;80
ELM;19590421;-;910.6;-;0;-;0.1;-0.2;-;-;64
ELM;19590422;-;912.4;-;0;-;0;1.3;-;-;59
ELM;19590423;-;909.3;-;0;-;0;3.8;-;-;63.7
ELM;19590424;-;907.9;-;0;-;0;5.1;-;-;63.7
ELM;19590425;-;908.8;-;0;-;0;7.9;-;-;60.7
ELM;19590426;-;906.2;-;0;-;0;11.4;-;-;40.3
ELM;19590427;-;903.5;-;0;-;0;8.6;-;-;74
ELM;19590428;-;899.9;-;0;-;0;8.8;-;-;67.7
ELM;19590429;-;899;-;0;-;0.2;13.2;-;-;40
ELM;19590430;-;895.9;-;0;-;15.7;5.7;-;-;90.3
ELM;19590501;-;904.4;-;8;-;43.2;1.6;-;-;94.3
ELM;19590502;-;909.3;-;2;-;3.7;4.1;-;-;79
ELM;19590503;-;909.3;-;0;-;0.8;3.6;-;-;78.7
ELM;19590504;-;907.9;-;0;-;0;8.4;-;-;49.7
ELM;19590505;-;908.4;-;0;-;0;10;-;-;56.3
ELM;19590506;-;910.6;-;0;-;0;10.1;-;-;60
ELM;19590507;-;910.2;-;0;-;0;13.9;-;-;51.7
ELM;19590508;-;903.5;-;0;-;0;14;-;-;55.7
ELM;19590509;-;899.5;-;0;-;0;14.1;-;-;52.7
ELM;19590510;-;900.4;-;0;-;0;14.1;-;-;58.3
ELM;19590511;-;906.1;-;0;-;4.3;14;-;-;65.7
ELM;19590512;-;909.7;-;0;-;0;11.4;-;-;76.7
ELM;19590513;-;913.3;-;0;-;0;10.2;-;-;68.7
ELM;19590514;-;910.1;-;0;-;20.3;6.5;-;-;79
ELM;19590515;-;906.6;-;0;-;0.3;5.5;-;-;84.7
ELM;19590516;-;905.3;-;0;-;0;10.3;-;-;66.7
ELM;19590517;-;905.3;-;0;-;0;11.9;-;-;68.7
ELM;19590518;-;903.9;-;0;-;0.3;13.3;-;-;63.7
ELM;19590519;-;902.6;-;0;-;0;13;-;-;65.7
ELM;19590520;-;903.9;-;0;-;0;14;-;-;56.7
ELM;19590521;-;902.6;-;0;-;0;15.6;-;-;51.7
ELM;19590522;-;901.3;-;0;-;1.5;13.9;-;-;75.7
ELM;19590523;-;900.4;-;0;-;4.3;14.5;-;-;70
ELM;19590524;-;906.6;-;0;-;10.3;11.7;-;-;86
ELM;19590525;-;906.6;-;0;-;12.6;12;-;-;80.3
ELM;19590526;-;907.9;-;0;-;0;12.5;-;-;64.3
ELM;19590527;-;905.7;-;0;-;0.8;12.5;-;-;71.7
ELM;19590528;-;902.6;-;0;-;0;12.1;-;-;66.7
ELM;19590529;-;899.9;-;0;-;3.8;8.6;-;-;80.3
ELM;19590530;-;900.8;-;0;-;1.1;6.1;-;-;79.7
ELM;19590531;-;903.9;-;0;-;1.3;9;-;-;70.7
ELM;19590601;-;911.1;-;0;-;0.7;11.2;-;-;74
ELM;19590602;-;914.6;-;0;-;0.1;9.7;-;-;84.7
ELM;19590603;-;915.5;-;0;-;0;14.4;-;-;58.7
ELM;19590604;-;911.1;-;0;-;0;16.8;-;-;60
ELM;19590605;-;906.2;-;0;-;1.7;14;-;-;83.3
ELM;19590606;-;907.9;-;0;-;0;16.3;-;-;67
ELM;19590607;-;907.9;-;0;-;5;17;-;-;65.3
ELM;19590608;-;907.9;-;0;-;4.1;12.8;-;-;91.3
ELM;19590609;-;909.3;-;0;-;9.9;11.2;-;-;83
ELM;19590610;-;911.5;-;0;-;7.4;7.2;-;-;86.7
ELM;19590611;-;913.3;-;0;-;8.5;6.2;-;-;81.3
ELM;19590612;-;914.6;-;0;-;7.9;6.5;-;-;84.3
ELM;19590613;-;914.6;-;0;-;31.1;8.4;-;-;91.3
ELM;19590614;-;917.3;-;0;-;2.4;9.8;-;-;93.3
ELM;19590615;-;912.8;-;0;-;0;13.6;-;-;70.3
ELM;19590616;-;908.8;-;0;-;1.7;14.9;-;-;70
ELM;19590617;-;910.6;-;0;-;5.4;17;-;-;65.3
ELM;19590618;-;911.9;-;0;-;6.2;14.4;-;-;78.3
ELM;19590619;-;913.3;-;0;-;1.7;18.6;-;-;58.3
ELM;19590620;-;911.9;-;0;-;6.3;16.8;-;-;69.3
ELM;19590621;-;911.9;-;0;-;0.6;15.7;-;-;70.7
ELM;19590622;-;911.9;-;0;-;6.7;15.9;-;-;79.3
ELM;19590623;-;911.9;-;0;-;0.3;16;-;-;82.7
ELM;19590624;-;909.3;-;0;-;0.8;16.4;-;-;76.3
ELM;19590625;-;907.9;-;0;-;8.5;14.2;-;-;89.7
ELM;19590626;-;906.6;-;0;-;27.6;14.9;-;-;90
ELM;19590627;-;907.9;-;0;-;6.7;14.5;-;-;90
ELM;19590628;-;905.7;-;0;-;12.8;15.2;-;-;75.3
ELM;19590629;-;901.7;-;0;-;24.6;9.3;-;-;92
ELM;19590630;-;904.8;-;0;-;7;8.2;-;-;84
ELM;19590701;-;913.3;-;0;-;10.7;8.7;-;-;90.3
ELM;19590702;-;918.2;-;0;-;0.2;12.4;-;-;86.3
ELM;19590703;-;915.5;-;0;-;0;16.3;-;-;57.7
ELM;19590704;-;913.7;-;0;-;0;17.9;-;-;59
ELM;19590705;-;916.8;-;0;-;0;19.5;-;-;58
ELM;19590706;-;913.7;-;0;-;25.5;17.1;-;-;75.7
ELM;19590707;-;915.9;-;0;-;0;18.4;-;-;71
ELM;19590708;-;914.6;-;0;-;0;20.8;-;-;59.3
ELM;19590709;-;913.3;-;0;-;0;21.9;-;-;65.7
ELM;19590710;-;911.9;-;0;-;4.2;23.8;-;-;59.3
ELM;19590711;-;907.9;-;0;-;5.7;20.3;-;-;71
ELM;19590712;-;907.9;-;0;-;14.7;18;-;-;73.7
ELM;19590713;-;909.3;-;0;-;0;20;-;-;64.3
ELM;19590714;-;907.5;-;0;-;13.1;17.9;-;-;72
ELM;19590715;-;905.9;-;0;-;22.3;12.1;-;-;94
ELM;19590716;-;911.8;-;0;-;1;13.5;-;-;76.3
ELM;19590717;-;916;-;0;-;0;14.6;-;-;70.3
ELM;19590718;-;911.5;-;0;-;0;15.9;-;-;66.3
ELM;19590719;-;910.6;-;0;-;0;17.5;-;-;60.3
ELM;19590720;-;911.9;-;0;-;14.8;18.2;-;-;65
ELM;19590721;-;910.6;-;0;-;0;17;-;-;63.3
ELM;19590722;-;909.3;-;0;-;0;18;-;-;57.3
ELM;19590723;-;907.9;-;0;-;7;17.2;-;-;72.3
ELM;19590724;-;907;-;0;-;9;15.6;-;-;84.7
ELM;19590725;-;909.3;-;0;-;2.3;16.2;-;-;75
ELM;19590726;-;907.9;-;0;-;2.2;16.5;-;-;67.7
ELM;19590727;-;909.3;-;0;-;0;19;-;-;69.3
ELM;19590728;-;907.1;-;0;-;7.9;19.2;-;-;68
ELM;19590729;-;901.3;-;0;-;10;13.7;-;-;90
ELM;19590730;-;901.7;-;0;-;7.1;11.6;-;-;88.7
ELM;19590731;-;905.7;-;0;-;19.9;10.2;-;-;92.3
ELM;19590801;-;907.9;-;0;-;6.2;10.4;-;-;92.7
ELM;19590802;-;906.6;-;0;-;8.5;10.7;-;-;89.3
ELM;19590803;-;907.9;-;0;-;0;11.1;-;-;83.3
ELM;19590804;-;906.6;-;0;-;4.3;12.1;-;-;92.3
ELM;19590805;-;907.9;-;0;-;0;14.2;-;-;77.3
ELM;19590806;-;909.3;-;0;-;0;14.1;-;-;82.7
ELM;19590807;-;910.6;-;0;-;0;15.5;-;-;77.3
ELM;19590808;-;908.8;-;0;-;2.2;17.1;-;-;80.7
ELM;19590809;-;909.3;-;0;-;0;17;-;-;77.7
ELM;19590810;-;909.3;-;0;-;7.7;15.5;-;-;82.3
ELM;19590811;-;907.9;-;0;-;14.9;15.1;-;-;79.7
ELM;19590812;-;906.6;-;0;-;1.1;12.4;-;-;94.3
ELM;19590813;-;906.6;-;0;-;0;14.1;-;-;78.7
ELM;19590814;-;905.3;-;0;-;14.7;15.6;-;-;83.7
ELM;19590815;-;907;-;0;-;19.6;12.8;-;-;98.7
ELM;19590816;-;911;-;0;-;0.1;12.4;-;-;83.7
ELM;19590817;-;913.3;-;0;-;0;11.6;-;-;82
ELM;19590818;-;913.3;-;0;-;0;13.4;-;-;81.3
ELM;19590819;-;911.9;-;0;-;0;14.4;-;-;81
ELM;19590820;-;908.8;-;0;-;1.5;12.7;-;-;91.7
ELM;19590821;-;908.4;-;0;-;0.3;15.9;-;-;68.7
ELM;19590822;-;910.6;-;0;-;3.8;13.6;-;-;94
ELM;19590823;-;913.7;-;0;-;10.6;15.6;-;-;81.3
ELM;19590824;-;915.9;-;0;-;4.4;15.5;-;-;84.3
ELM;19590825;-;917.3;-;0;-;0;16.5;-;-;85
ELM;19590826;-;916.8;-;0;-;0;18.1;-;-;82.7
ELM;19590827;-;912.8;-;0;-;0;18.8;-;-;78.3
ELM;19590828;-;908.8;-;0;-;1.2;17;-;-;88.3
ELM;19590829;-;906.6;-;0;-;0;14.3;-;-;85
ELM;19590830;-;906.6;-;0;-;0.1;10.4;-;-;90.7
ELM;19590831;-;906.6;-;0;-;0;11.1;-;-;77.7
ELM;19590901;-;907.9;-;0;-;0;10.2;-;-;84.7
ELM;19590902;-;909.3;-;0;-;0;10.7;-;-;87
ELM;19590903;-;908.4;-;0;-;0;12.2;-;-;86
ELM;19590904;-;910.2;-;0;-;0.6;11.6;-;-;90.3
ELM;19590905;-;906.6;-;0;-;0;11.9;-;-;90.3
ELM;19590906;-;907.9;-;0;-;0;10.7;-;-;92.3
ELM;19590907;-;910.6;-;0;-;0;10.8;-;-;81.7
ELM;19590908;-;911.9;-;0;-;0;11.7;-;-;83
ELM;19590909;-;913.3;-;0;-;0;12.6;-;-;87.3
ELM;19590910;-;913.3;-;0;-;0;12.9;-;-;87.3
ELM;19590911;-;914.2;-;0;-;0;12.7;-;-;72
ELM;19590912;-;911.5;-;0;-;0;13.2;-;-;76
ELM;19590913;-;908.8;-;0;-;0;14.3;-;-;78.7
ELM;19590914;-;906.6;-;0;-;0.3;15.2;-;-;84
ELM;19590915;-;906.6;-;0;-;0;15;-;-;86.7
ELM;19590916;-;906.6;-;0;-;18.1;15.1;-;-;83.7
ELM;19590917;-;906.6;-;0;-;7.2;13.1;-;-;94.3
ELM;19590918;-;909.7;-;0;-;0;12.7;-;-;86.7
ELM;19590919;-;911.9;-;0;-;0;11.2;-;-;89
ELM;19590920;-;913.3;-;0;-;0;11.3;-;-;84
ELM;19590921;-;913.3;-;0;-;0;12.8;-;-;77.7
ELM;19590922;-;913.3;-;0;-;0.2;14.1;-;-;94.7
ELM;19590923;-;912.8;-;0;-;0.1;15.9;-;-;87
ELM;19590924;-;910.2;-;0;-;0.1;15.7;-;-;89.3
ELM;19590925;-;906.6;-;0;-;9.2;13.5;-;-;93.7
ELM;19590926;-;905.7;-;0;-;6.4;13.8;-;-;90.3
ELM;19590927;-;909.7;-;0;-;2.3;12.9;-;-;92.7
ELM;19590928;-;914.6;-;0;-;0;11.6;-;-;87.7
ELM;19590929;-;914.2;-;0;-;0;11.5;-;-;86
ELM;19590930;-;913.3;-;0;-;0;7.8;-;-;93.3
ELM;19591001;-;915.9;-;0;-;0;8.8;-;-;82.3
ELM;19591002;-;918.6;-;0;-;0;9.4;-;-;85.3
ELM;19591003;-;915.9;-;0;-;0;9.6;-;-;76
ELM;19591004;-;913.3;-;0;-;0;8.4;-;-;76.7
ELM;19591005;-;911;-;0;-;0;6.6;-;-;89.7
ELM;19591006;-;911.5;-;0;-;0;7;-;-;80.7
ELM;19591007;-;913.3;-;0;-;0;7.1;-;-;84.3
ELM;19591008;-;911;-;0;-;0;7.3;-;-;83.3
ELM;19591009;-;910.6;-;0;-;0;7.5;-;-;80.3
ELM;19591010;-;904.8;-;0;-;6.6;9.4;-;-;75
ELM;19591011;-;905.7;-;0;-;12.1;7.6;-;-;93.7
ELM;19591012;-;912.4;-;0;-;0;7.8;-;-;88.7
ELM;19591013;-;913.3;-;0;-;0;5;-;-;80.3
ELM;19591014;-;914.6;-;0;-;0;5.1;-;-;80
ELM;19591015;-;912.4;-;0;-;0;4.5;-;-;80.3
ELM;19591016;-;910.6;-;0;-;0;5.3;-;-;64.7
ELM;19591017;-;908.4;-;0;-;0;11.2;-;-;51
ELM;19591018;-;909.7;-;0;-;0;7.3;-;-;84.7
ELM;19591019;-;907.5;-;0;-;8.2;10.5;-;-;75.7
ELM;19591020;-;905.7;-;0;-;7.7;6.3;-;-;98
ELM;19591021;-;914.6;-;0;-;0;5.6;-;-;90.3
ELM;19591022;-;915.5;-;0;-;4.3;7.6;-;-;99.3
ELM;19591023;-;921.3;-;0;-;0;4.6;-;-;81
ELM;19591024;-;917.7;-;0;-;0;6.8;-;-;66
ELM;19591025;-;911.5;-;0;-;0;7.2;-;-;77.3
ELM;19591026;-;906.6;-;0;-;0;6.9;-;-;88.7
ELM;19591027;-;888.4;-;0;-;15.4;10.6;-;-;71.3
ELM;19591028;-;884.4;-;5;-;49.8;1.1;-;-;96.3
ELM;19591029;-;889.3;-;50;-;19.4;-0.5;-;-;99.3
ELM;19591030;-;901.3;-;80;-;2.2;-2;-;-;95
ELM;19591031;-;900.8;-;50;-;11.7;-0.3;-;-;95.3
