stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Sonnenscheindauer (min);Relative Luftfeuchtigkeit (%)
BER;19380813;-;0;100;944.8;40.3;14.1;13.3;15.8;0;90
BER;19380814;-;0;100;945.9;4.9;13.7;13;15;0;90.3
BER;19380815;-;0;100;947.8;0;15.2;11.8;17.6;36;79
BER;19380816;-;0;17;949.1;0;17;12;22.5;654;78
BER;19380817;-;0;50;949.1;0;18.2;14.9;23.1;516;70.7
BER;19380818;-;0;33;950.9;0;16.6;13;22.4;654;69.3
BER;19380819;-;0;3;946;0.2;20.2;10.4;28.2;774;67.3
BER;19380820;-;0;70;945.1;28;19.2;17.6;24;192;81
BER;19380821;-;0;90;949.9;13.8;13.3;11.6;17.6;0;95
BER;19380822;-;0;53;953.9;0.2;14;9.5;18.8;558;70.3
BER;19380823;-;0;43;952.9;0.6;12.6;11.2;17.2;300;75.3
BER;19380824;-;0;27;950.9;0;11.9;6.8;17.3;708;70.7
BER;19380825;-;0;3;949.4;0;12.8;6.8;18.4;750;69.3
BER;19380826;-;0;73;950.4;0;14.4;9.2;18.6;324;68.3
BER;19380827;-;0;70;949.8;1.2;14.5;11.2;18.7;120;79.7
BER;19380828;-;0;97;945.5;0;14.6;13;17.7;78;83.7
BER;19380829;-;0;90;940;34.7;14.7;12.3;19.8;246;84.7
BER;19380830;-;0;100;941.8;5.4;14.3;12;19;96;83.7
BER;19380831;-;0;100;946.7;1.5;12;11;14;0;79.3
BER;19380901;-;0;50;950.1;0;12.2;10.2;16;348;80.3
BER;19380902;-;0;53;951;0.2;14.1;8.5;20;600;74.7
BER;19380903;-;0;100;951.7;20.2;12.6;12.4;14.4;0;93.7
BER;19380904;-;0;73;951.9;0.2;12.8;11.9;16.4;102;85
BER;19380905;-;0;77;951.9;0;11.4;9.2;15.6;144;71
BER;19380906;-;0;97;950.2;2.1;11.1;9.3;14.5;0;72.7
BER;19380907;-;0;60;946.4;0;12.3;8.8;16.8;498;70.7
BER;19380908;-;0;93;945.9;0;14.4;10.3;18;234;72.3
BER;19380909;-;0;87;945.5;1.4;14;12.4;15.9;6;81
BER;19380910;-;0;67;946.8;4.3;13;12;17;216;78
BER;19380911;-;0;37;954.1;0;14.1;8.9;20.2;588;74.3
BER;19380912;-;0;37;954.8;0;14.9;9.3;20.1;570;70.7
BER;19380913;-;0;7;954.5;0;14.6;10;20.2;648;77.7
BER;19380914;-;0;40;949.9;0;16.1;10.9;23;552;73
BER;19380915;-;0;67;948;11.8;12.2;11;18.9;258;86
BER;19380916;-;0;33;954.4;0;10;8.2;14;498;73.7
BER;19380917;-;0;30;954;0;14;7.4;20;498;77.7
BER;19380918;-;0;30;953.3;0;15;9.6;21;636;72.3
BER;19380919;-;0;90;950;9.1;14.4;12.4;20.2;252;78
BER;19380920;-;0;47;948.9;0;13.6;11;18.7;414;77.7
BER;19380921;-;0;40;949.7;0;14.6;9.6;20.4;450;74
BER;19380922;-;0;67;952.8;0;16.9;12.1;22;486;73.3
BER;19380923;-;0;43;952.5;0;16.5;13.7;22.2;390;75
BER;19380924;-;0;30;951.2;0;16.2;11.7;22.3;450;73.3
BER;19380925;-;0;67;952.3;0;15.5;10.9;19.1;216;77
BER;19380926;-;0;87;951;0.7;15.5;11.6;19.8;234;81.3
BER;19380927;-;0;53;953;0;16.5;13.8;19.5;108;80.3
BER;19380928;-;0;70;950.6;0;17.2;14;21.8;408;73.3
BER;19380929;-;0;93;948.5;6.9;16.2;14.3;18.5;30;80.7
BER;19380930;-;0;100;949.9;26.5;15;14.3;16.8;0;90.7
BER;19381001;-;0;100;953.1;7.6;11.3;10.7;14.3;0;85.3
BER;19381002;-;0;27;950.7;1.7;11.1;9;15.3;324;77.3
BER;19381003;-;0;67;950.4;0.8;9.4;8.1;13.3;90;78.7
BER;19381004;-;0;80;946;12.3;9.3;6.3;12.2;0;83.7
BER;19381005;-;0;93;947.6;2.1;10.6;7;15;252;73
BER;19381006;-;0;40;952.4;0;9.7;7.5;14.2;312;68.7
BER;19381007;-;0;47;950.3;6.5;10.9;3.3;14.8;462;73.3
BER;19381008;-;0;93;955.6;0;9.7;8;13.2;30;73.3
BER;19381009;-;0;7;952.3;0;11.3;5.8;19.7;600;71
BER;19381010;-;0;0;948.4;0;15.3;7.9;23.3;630;72.3
BER;19381011;-;0;97;952.7;5;11;10.1;16.1;0;90.3
BER;19381012;-;0;50;960.4;0;9.7;8.3;14.1;246;78.7
BER;19381013;-;0;10;959.3;0;10.6;5.4;16.7;498;84
BER;19381014;-;0;17;958;0;11.6;6.7;19.1;600;77.3
BER;19381015;-;0;3;954.3;0;11.3;6.4;17.3;546;81.7
BER;19381016;-;0;43;952.1;0;12;9.1;17.3;258;83.3
BER;19381017;-;0;30;953.6;0;12.2;7.3;17.9;372;81.7
BER;19381018;-;0;77;953.2;0.5;13.3;7.7;19.9;420;80.7
BER;19381019;-;0;60;956.6;0;13;11.7;16;120;73.7
BER;19381020;-;0;23;957.1;0;8.3;6.9;12.5;522;75
BER;19381021;-;0;30;956.1;0;5.6;3.1;10.7;270;86
BER;19381022;-;0;100;948.8;0.1;4.9;3;7;108;92.7
BER;19381023;-;0;100;946.1;0;2.7;2.6;5.6;0;94.3
BER;19381024;-;0;100;950.2;0.1;2.7;2.2;4.3;0;90.3
BER;19381025;-;0;40;945.4;1.9;4.3;1.8;7;156;85.7
BER;19381026;-;0;100;941;2.8;7.2;3.9;8.8;0;92.7
BER;19381027;-;0;93;937.8;8.3;6.9;5.1;9.8;72;77
BER;19381028;-;0;100;937.5;5.2;1.8;0.6;5.1;0;94.3
BER;19381029;-;0;90;941;0;3.4;1.2;5.3;48;87.3
BER;19381030;-;0;67;944.6;0;2.8;1.3;6;0;79.3
BER;19381031;-;0;0;949.5;0;2.2;-1.6;8.5;474;81.7
BER;19381101;-;0;70;946.4;0;3.4;-1.8;9.5;192;88
BER;19381102;-;0;93;945.4;0.4;6.3;3.8;9.1;12;82.3
BER;19381103;-;0;43;952.9;0;4.1;1.2;10;312;76
BER;19381104;-;0;87;957.2;0;8.2;0.7;13;258;77.3
BER;19381105;-;0;90;959.7;0;10.6;6;15;108;72.3
BER;19381106;-;0;70;958;0.2;8.6;5.3;14;516;88.3
BER;19381107;-;0;67;955.3;0;5.5;4;12.6;222;94
BER;19381108;-;0;27;953.3;0;5.6;0.4;14;492;82.7
BER;19381109;-;0;33;953.4;0;4.2;0.6;11.3;498;81.7
BER;19381110;-;0;67;954.6;0;3.7;0.2;8.7;390;88.3
BER;19381111;-;0;70;952.4;0;4.2;0.4;8.7;192;89.3
BER;19381112;-;0;57;957.9;0;7.7;4.4;12.9;72;83.7
BER;19381113;-;0;3;961.1;0;6.2;2;13.8;462;77.3
BER;19381114;-;0;57;963.7;0;5.5;1.6;12.8;294;85.3
BER;19381115;-;0;93;962.4;0;4.6;1.3;10.1;336;85.7
BER;19381116;-;0;83;958.3;0.1;3.9;1.7;8.1;306;89.3
BER;19381117;-;0;97;955.6;0.4;6.6;2.8;10.1;72;88.3
BER;19381118;-;0;100;956.3;0;4.9;3.8;6.2;0;89.7
BER;19381119;-;0;70;952.2;2.8;5.4;4.4;8;0;78.3
BER;19381120;-;0;93;947.8;9.3;7.2;3.3;11.1;186;84.7
BER;19381121;-;0;100;934.6;13.8;9.5;6.3;12;0;73.7
BER;19381122;-;0;83;932.6;6.1;4.6;3;11.8;102;80
BER;19381123;-;0;93;941.4;9.1;7;1.9;12;108;78
BER;19381124;-;0;67;946.8;8.6;8.7;6.9;11.5;42;77.7
BER;19381125;-;0;33;957.1;0;5.5;3.5;7.8;444;65
BER;19381126;-;0;30;949.4;0;2.8;0;7.7;438;70.3
BER;19381127;-;0;47;949.3;0;3.1;0.9;7.5;420;72.7
BER;19381128;-;0;10;945.9;0;0.5;-1.9;5;378;86
BER;19381129;-;0;83;940.6;0;1.1;-0.1;4.1;186;87.3
BER;19381130;-;0;100;942.8;0.6;4.3;0.3;6.9;0;84.3
BER;19381201;-;0;73;942.6;0.7;5.1;4;9;228;77
BER;19381202;-;0;87;946.5;4.8;4.3;3.3;6.9;60;88.3
BER;19381203;-;0;93;949.6;1.2;5.2;1.8;7.9;30;76.3
BER;19381204;-;0;7;953.4;0;1.6;-0.1;5.4;450;78.7
BER;19381205;-;0;93;951.2;13.2;1.5;-3;3.3;0;78.3
BER;19381206;-;0;60;952.9;0;1.5;-0.3;4.7;78;90.3
BER;19381207;-;0;87;949.8;0;-0.4;-2.2;1.4;42;88
BER;19381208;-;0;93;943.4;0;0.2;-1.3;2.1;24;87
BER;19381209;-;0;97;942.4;0.1;3.2;0;6.5;0;84.3
BER;19381210;-;0;100;939.5;0;1.2;0;3.4;6;95.7
BER;19381211;-;0;100;939.8;0;0.6;0;2.4;0;93.7
BER;19381212;-;0;100;946.5;0;3.6;0;5.6;0;87.7
BER;19381213;-;0;97;951.2;0;3.4;1.7;7.3;6;85.7
BER;19381214;-;0;23;952.2;0;2.2;-0.1;8.1;390;82.7
BER;19381215;-;0;50;952;0;-0.7;-2.4;1.4;138;93
BER;19381216;-;0;100;949.7;0;-0.3;-1.5;0.7;0;92.3
BER;19381217;-;0;100;951.1;0;-3.7;-5;0.6;0;82
BER;19381218;-;0;100;944.9;3.4;-9.7;-10.5;-5;0;73.7
BER;19381219;-;6;100;938;5.9;-9.6;-11;-8;0;77.3
BER;19381220;-;19;100;932.4;4.1;-6.8;-9.6;-5.5;0;82.7
BER;19381221;-;25;100;935;0.8;-5.9;-7.3;-2.7;0;83.7
BER;19381222;-;27;63;938;0;-11.3;-13.5;-7.3;228;78.3
BER;19381223;-;20;93;936.9;0;-8.5;-16;-5.9;0;82.3
BER;19381224;-;18;100;944.3;0;-8.3;-11;-5.5;0;74.3
BER;19381225;-;17;100;949.6;0;-6.6;-8.4;-6;0;80.3
BER;19381226;-;16;47;953.9;0;-8;-8.9;-6;174;71.7
BER;19381227;-;16;100;949.8;2.4;-7.7;-14;-5.8;0;77.3
BER;19381228;-;23;100;942;2.1;-1.2;-6;0.3;0;86
BER;19381229;-;29;43;945.5;0;-4.9;-8.1;-0.7;348;79
BER;19381230;-;28;93;939.6;1.1;-1.6;-10.5;1.2;0;80.7
BER;19381231;-;25;90;942;1.5;0.8;-6.5;1.6;18;74.7
BER;19390101;-;28;93;940.9;0;1.8;0.2;5;30;84
BER;19390102;-;20;97;937.3;1.3;3.3;0.6;5.3;0;80.7
BER;19390103;-;13;97;943;0.9;0.4;-0.6;3;90;78
BER;19390104;-;18;20;943.5;0;-2.1;-4;1.6;300;67.7
BER;19390105;-;17;100;940.5;1.4;-0.3;-4.3;2.6;0;85
BER;19390106;-;20;43;951.1;0;-2.7;-4.7;1;258;77.7
BER;19390107;-;18;60;958.6;0;-4.9;-11;-1.2;84;73.7
BER;19390108;-;16;100;960.1;0;-0.9;-3.7;4;144;68
BER;19390109;-;15;33;953.2;0;-4.6;-6;0.2;234;88.3
BER;19390110;-;15;40;949;0;-3.6;-8.5;1.5;174;77.7
BER;19390111;-;15;60;941.2;0;-0.8;-3.1;3.7;258;73.3
BER;19390112;-;15;97;937.5;2.8;1;-2;3.2;0;81
BER;19390113;-;15;63;943.3;0.1;0.9;-0.3;4.2;360;78.7
BER;19390114;-;14;67;945.4;0;1.6;-1;6;0;77.7
BER;19390115;-;14;90;946.2;0;2.6;0;5.7;0;79.3
BER;19390116;-;13;100;941.6;5.9;4.6;1.2;7.3;0;73
BER;19390117;-;1;100;941.2;0.7;5.2;4;7.3;0;91.3
BER;19390118;-;0;100;938.7;10.5;4.9;3.6;7.1;6;88.7
BER;19390119;-;0;60;947.7;0.3;3.3;2.1;6.7;60;91
BER;19390120;-;0;67;947.3;1.7;2.2;0.6;4.6;0;86.7
BER;19390121;-;0;100;940.6;3.8;3.9;1.7;5.7;0;91
BER;19390122;-;0;100;944.6;7.5;5.6;3.4;8.2;0;89.7
BER;19390123;-;0;90;938.7;6.7;3.7;1.1;6;60;80.7
BER;19390124;-;0;97;947.7;0;2.6;2;4.3;6;79
BER;19390125;-;0;83;935.7;4.4;1.2;0;3.7;216;78.7
BER;19390126;-;10;83;929.7;2.9;-0.1;-1.3;4.1;168;84
BER;19390127;-;6;57;934.2;0;-2.8;-6.2;1;90;86
BER;19390128;-;5;30;941.3;0;-4.3;-8;-0.3;372;83
BER;19390129;-;4;33;943.1;0;-3.5;-7;0;264;82.7
BER;19390130;-;4;100;944.2;0;-2.7;-7;-1.2;0;86
BER;19390131;-;3;100;945.9;0;-1.4;-1.8;-0.2;0;77
BER;19390201;-;3;100;945.7;0;-2.5;-3.1;-1.2;0;83
BER;19390202;-;0;100;950.4;0;-3.2;-3.7;-2.2;0;86.3
BER;19390203;-;0;63;957.9;0;-4.9;-5.9;-1.7;168;89
BER;19390204;-;0;67;963.3;0;-5.6;-8.7;-1;246;92
BER;19390205;-;0;60;962.1;0;-4.4;-10.3;1.5;96;86.3
BER;19390206;-;0;40;961.1;0;-4.7;-8.2;1.2;378;87.7
BER;19390207;-;0;33;963.5;0;-4;-8.6;2.8;378;89
BER;19390208;-;0;0;964;0;-3.3;-8.1;2.4;408;87
BER;19390209;-;0;87;963.5;0;1;-7.2;4.3;198;74
BER;19390210;-;0;63;966.9;0;5.3;3.3;11.4;204;76.7
BER;19390211;-;0;3;965.3;0;2.5;-1.1;8.3;504;86.7
BER;19390212;-;0;50;960.6;0;2.8;-0.9;7.3;246;87.7
BER;19390213;-;0;97;950.6;2.2;2.4;0.9;4.6;6;84
BER;19390214;-;3;37;957.7;0;-0.3;-1;2.3;516;70
BER;19390215;-;0;30;961.4;0;-2;-5.5;3.5;552;70.3
BER;19390216;-;0;0;957.7;0;-0.5;-5.1;6.1;576;68.3
BER;19390217;-;0;90;950.2;0.1;1;-3.1;4.3;36;75.7
BER;19390218;-;0;97;948;0;3.1;0.6;6.1;174;79.7
BER;19390219;-;0;90;951.8;1.2;3.1;1.7;6;84;77.7
BER;19390220;-;0;100;952.9;0.7;2.9;1.2;7.2;120;81
BER;19390221;-;0;83;950.4;0;0.9;-0.7;2.4;132;74
BER;19390222;-;0;77;941.9;0;0.2;-4;4.5;414;78.3
BER;19390223;-;0;90;935.1;0;3.7;-0.9;7.6;150;72.7
BER;19390224;-;0;50;937;0;5.3;0.1;10;18;73.7
BER;19390225;-;0;80;951.2;0.5;5.3;1.1;10;174;76.3
BER;19390226;-;0;100;949.2;6.4;7.3;4;10.3;30;89.3
BER;19390227;-;0;63;950.7;0;4;2;8.1;156;79.7
BER;19390228;-;0;60;941.4;5.5;2.3;-2.1;6.6;264;79.7
BER;19390301;-;0;37;948.7;0.6;1.7;1;4.5;210;75
BER;19390302;-;0;33;954;0;2.2;-2;8.2;276;74.3
BER;19390303;-;0;3;955.2;0;4.2;-1.6;12.1;600;74
BER;19390304;-;0;20;953.5;0.2;5.5;-0.6;12.7;564;69.7
BER;19390305;-;0;97;955.8;2.7;7;5;8.5;0;91.3
BER;19390306;-;0;100;957.1;4.9;10.7;6.8;13.7;0;83.7
BER;19390307;-;0;100;951;24.9;6.1;2;12.2;0;83.7
BER;19390308;-;0;97;956.2;6;2.3;0.3;3.3;0;83.3
BER;19390309;-;2;100;949.3;0.7;0.3;0;3;18;88.3
BER;19390310;-;2;97;952.4;2.2;1.4;-0.8;5.1;156;86.3
BER;19390311;-;0;67;954.1;0;0.5;-1;4.3;210;80
BER;19390312;-;0;83;952.9;0.4;-0.6;-1.7;3;294;69.3
BER;19390313;-;0;23;959.3;0;-2.1;-3.4;1.4;408;73.3
BER;19390314;-;0;100;955.3;9.1;-2;-3.9;-0.8;0;88.7
BER;19390315;-;13;97;947;1.4;-0.3;-1.2;4.7;180;92
BER;19390316;-;14;87;949.9;0.5;-1.5;-3;3;204;80.3
BER;19390317;-;11;100;940.1;6.3;-0.7;-6.4;2.5;0;95
BER;19390318;-;25;100;942;0.2;-2.8;-3.6;0.5;0;83
BER;19390319;-;20;47;944;0;-3.1;-6.1;1.8;306;85.7
BER;19390320;-;16;60;943;0;-0.7;-5.4;5;222;77.7
BER;19390321;-;15;87;941.7;2.3;-0.6;-2.4;3;126;84.3
BER;19390322;-;16;87;941.7;3.1;0.6;-1.3;3.5;144;75.3
BER;19390323;-;19;53;933.6;1.7;0.8;-0.9;5.6;150;80.3
BER;19390324;-;13;57;934.2;0;0.9;-1;5.7;372;73
BER;19390325;-;10;77;934.6;0;0.9;-1.7;5;252;79.7
BER;19390326;-;0;43;936;0;1.1;-0.6;3.8;408;76
BER;19390327;-;0;100;935.6;0;1.9;-0.2;4.7;0;77.7
BER;19390328;-;0;97;938.5;0;1.7;0.2;6.3;42;80.7
BER;19390329;-;0;27;943.7;0;3.5;0.3;8.1;636;63.3
BER;19390330;-;0;63;941.9;0;3;-2.4;9.7;288;71
BER;19390331;-;0;40;944.8;0;6.3;-1.8;13.7;600;68
BER;19390401;-;0;43;944.7;0;8;3;14.8;372;65
BER;19390402;-;0;93;941.8;6.2;7.4;1.7;13;168;78.7
BER;19390403;-;0;90;938.6;0;7.7;4.4;12.6;90;81
BER;19390404;-;0;83;935.5;8.1;11.2;4.9;16.5;414;64.3
BER;19390405;-;0;100;937.2;13.5;8.5;7.5;12;18;95
BER;19390406;-;0;100;940.7;1.5;10.7;7;15;0;88
BER;19390407;-;0;93;944.5;1.2;11.4;8.8;15.7;42;84
BER;19390408;-;0;97;945.7;0;10.7;8.5;12.6;0;81.3
BER;19390409;-;0;83;945.2;0;9.9;8.9;14.5;84;80.3
BER;19390410;-;0;33;946.5;0;11;5;18;582;79.7
BER;19390411;-;0;3;950;0;14.1;5;23.2;690;65.3
BER;19390412;-;0;40;956.2;0;14.7;8;21.5;552;70.3
BER;19390413;-;0;27;954.9;0;15.1;8.5;22.2;684;68
BER;19390414;-;0;87;948.5;11.1;13.5;10;21;294;77
BER;19390415;-;0;70;952.8;3.3;10.1;7.9;15.7;132;82
BER;19390416;-;0;7;957.6;0;10.4;7;17.3;708;69.7
BER;19390417;-;0;90;954.6;6.9;9.6;6.1;16.5;156;70
BER;19390418;-;0;80;955.1;0.5;5.4;4.2;9.8;246;79.7
BER;19390419;-;0;57;958.1;0.3;6.6;3.6;10.5;396;65
BER;19390420;-;0;17;957.4;0;9.8;2.7;15.8;744;56.3
BER;19390421;-;0;0;954.5;0;10.8;2.9;19;786;59.3
BER;19390422;-;0;10;947.9;0;12.3;4.3;20;708;57.7
BER;19390423;-;0;80;946.1;0;8.1;5;12;594;55
BER;19390424;-;0;87;940.1;0;9.2;5.6;13.7;222;61.7
BER;19390425;-;0;87;937.2;6.2;9.7;6.2;14.7;210;70.3
BER;19390426;-;0;100;938.8;5.2;5.4;4;9.3;0;90.3
BER;19390427;-;0;100;945.4;8.3;6.2;4;9;0;89
BER;19390428;-;0;100;946.3;0;6.1;3.2;9.8;0;83.7
BER;19390429;-;0;100;944.2;7;6.9;3.4;10.4;54;80.7
BER;19390430;-;0;100;944.7;0;6.3;3.5;8.8;6;78.7
BER;19390501;-;0;57;944.4;0;9.1;2;15;540;67.7
BER;19390502;-;0;93;936.2;30.3;10.6;7.1;15.2;192;74.3
BER;19390503;-;0;100;940.5;15.1;7;6;10.5;0;91.3
BER;19390504;-;0;100;941.2;0;9.2;6.8;12.3;24;84.7
BER;19390505;-;0;83;936.8;0.3;9.6;8.5;12.3;36;81
BER;19390506;-;0;80;933.9;5.4;12.3;5;16.8;378;74.7
BER;19390507;-;0;67;939.8;3.4;9.4;6.6;13.1;180;85.7
BER;19390508;-;0;100;946.9;25.1;7.2;6.4;9.8;0;93.7
BER;19390509;-;0;100;949.9;13.1;7.6;5.6;10;0;91.7
BER;19390510;-;0;97;950.9;0.2;9.4;5.5;12.6;18;83.7
BER;19390511;-;0;77;949.8;8.5;9.9;6;15.2;222;82.7
BER;19390512;-;0;97;943.4;12.2;7.7;7.1;10;6;86.3
BER;19390513;-;0;100;943.3;1.6;6.3;4.3;8;0;91.3
BER;19390514;-;0;100;944.4;9.3;6.2;5;7.9;0;92.7
BER;19390515;-;0;83;943.4;10.2;8.6;6.5;11.3;66;87.7
BER;19390516;-;0;57;941.1;0.2;8.7;5;12.8;282;75.7
BER;19390517;-;0;93;940.3;0.1;10;5.6;13.5;210;73.7
BER;19390518;-;0;97;939.5;11.3;8.1;6.8;10.9;0;87.3
BER;19390519;-;0;97;940.4;0.4;9.8;5.2;15;216;83.3
BER;19390520;-;0;93;942;8.9;9.7;6.3;14;114;83.3
BER;19390521;-;0;100;944;16.1;8;7.5;9;0;98
BER;19390522;-;0;100;949.7;1.1;8.5;7;9.7;0;92.7
BER;19390523;-;0;97;954.9;0;9.5;7.8;11;0;87
BER;19390524;-;0;53;954.4;0.3;12.9;9.8;17.1;468;60
BER;19390525;-;0;100;953.5;4.4;7.5;5.8;12.8;0;91.7
BER;19390526;-;0;57;953.9;0;9.9;5.8;14.1;378;79
BER;19390527;-;0;37;954.3;0;12.1;9.9;16;288;80.7
BER;19390528;-;0;47;952.3;2.8;11;6.6;15.5;396;73.3
BER;19390529;-;0;67;952.2;0.9;9.3;6.6;12;192;76
BER;19390530;-;0;60;949.7;0;11.9;7.3;15.7;276;63.3
BER;19390531;-;0;50;947.8;0;12.6;7.9;16.5;600;66.3
BER;19390601;-;0;43;947;0;14.8;7.4;19.3;822;70.3
BER;19390602;-;0;87;949.8;0;15.9;10;19.6;114;82
BER;19390603;-;0;93;951.2;0;17.6;12.9;21.3;180;80
BER;19390604;-;0;3;951.8;0;19.2;11.4;24.3;798;60.7
BER;19390605;-;0;37;951.9;0;19.4;10.1;25;648;57
BER;19390606;-;0;0;953.8;0;20.6;12.5;26.5;852;67
BER;19390607;-;0;50;954.6;0.1;18.7;13;26;396;80.7
BER;19390608;-;0;37;952.9;20;17.3;14;25.3;558;74
BER;19390609;-;0;53;950.7;0.1;18.6;12;24;528;74.3
BER;19390610;-;0;77;948.8;7.9;17;13.5;23.5;276;79.3
BER;19390611;-;0;83;943.7;11.5;15.7;13.3;20;192;79
BER;19390612;-;0;100;941.1;8.8;10;8.6;14.2;0;91.3
BER;19390613;-;0;97;943.4;4;7.5;6.8;9.3;0;94
BER;19390614;-;0;100;948;0;9.2;6.2;11.7;60;85
BER;19390615;-;0;80;947.9;0;11.6;9.4;13.5;234;71
BER;19390616;-;0;23;945.6;2;14.3;6.5;20.2;834;71.7
BER;19390617;-;0;93;949.9;3.9;12.5;10.4;15.7;48;90.3
BER;19390618;-;0;37;950.6;0;14.3;8.1;19;516;75.3
BER;19390619;-;0;83;951.2;6.2;15.2;10.8;19.7;216;76
BER;19390620;-;0;100;949.7;0.4;12.1;11.2;14.8;0;91.3
BER;19390621;-;0;40;946.3;0;15.9;10.5;21;420;77.3
BER;19390622;-;0;73;945.4;10.8;16.4;11.5;23;366;82
BER;19390623;-;0;60;941.7;4.8;18.4;12.2;23.7;444;84.7
BER;19390624;-;0;83;938.1;7.2;15.1;13;20.7;138;82
BER;19390625;-;0;77;940.9;13.7;14.8;11.3;19;168;77.7
BER;19390626;-;0;70;949.5;3;14.6;12;20.3;258;78.3
BER;19390627;-;0;27;957.7;0;15.3;11.8;19.3;564;69.3
BER;19390628;-;0;0;955.5;0;17.8;9.8;24.6;846;65
BER;19390629;-;0;33;953.2;0.1;19.8;13;27;648;70.7
BER;19390630;-;0;83;948.7;35.2;17.4;14.5;19.2;126;88
BER;19390701;-;0;80;948.2;2;14;12.4;18.3;522;71
BER;19390702;-;0;50;955.9;0.1;11.9;9.3;16;462;72
BER;19390703;-;0;10;956.2;0;14.9;8;20.1;780;67.7
BER;19390704;-;0;13;953.7;0;18.8;10.3;23.8;852;68.3
BER;19390705;-;0;53;951.8;21;18.5;13.4;26;552;75.7
BER;19390706;-;0;90;956.6;0;17;14.8;19;174;85.3
BER;19390707;-;0;33;956.2;0;18.2;12.7;23.1;660;72
BER;19390708;-;0;0;954;0;20.2;13;27;882;67.3
BER;19390709;-;0;57;951.7;0;19.9;15.5;24.6;504;72.7
BER;19390710;-;0;77;954.1;0;17;16;21;318;70
BER;19390711;-;0;47;953.5;0;15.9;12.8;20.1;654;67.3
BER;19390712;-;0;93;951.8;0;16;12;20.6;372;67
BER;19390713;-;0;57;949.4;0.3;17.3;11;23;612;76
BER;19390714;-;0;80;946;17.1;19.2;16.6;25;522;73.7
BER;19390715;-;0;87;943.4;13.3;15.1;14.1;20.3;180;92
BER;19390716;-;0;77;943.4;13.1;13.3;12.5;14.6;18;98
BER;19390717;-;0;47;948.1;0;16.1;11.3;20.7;720;68.7
BER;19390718;-;0;30;949.1;0;17.7;11.1;22.5;702;72.3
BER;19390719;-;0;80;947.9;0.2;18.3;15;24.6;468;73.3
BER;19390720;-;0;53;949.1;2.2;16.5;13.2;19.5;444;85
BER;19390721;-;0;93;949.1;6.6;17.7;14;20.8;222;90.3
BER;19390722;-;0;97;949.4;4.4;13.4;12.8;18.3;0;95
BER;19390723;-;0;97;946.6;11.9;13.6;11.2;18.2;150;91.7
BER;19390724;-;0;90;944;11.5;11.5;8.5;18.7;246;83
BER;19390725;-;0;100;948.4;16.6;9.6;7.5;12;24;81
BER;19390726;-;0;77;951.8;2.9;15;9.5;19.7;534;72.3
BER;19390727;-;0;63;954;2.4;12.9;11.7;15.8;162;85.3
BER;19390728;-;0;3;952.8;0;15.7;8.1;21;828;75.7
BER;19390729;-;0;0;950.7;0;18.8;11;26;810;75
BER;19390730;-;0;7;948.6;0.3;20.6;13.2;26.9;768;70.3
BER;19390731;-;0;90;953.4;0.7;17.8;16.6;21.2;186;81
BER;19390801;-;0;57;956.3;0;18;14.6;21.8;432;74.3
BER;19390802;-;0;63;954.3;0;17.2;14;22.2;534;73
BER;19390803;-;0;90;947.3;1.3;16.8;12.3;21;246;79
BER;19390804;-;0;93;944.8;5.4;15;12.7;21.4;198;88.7
BER;19390805;-;0;100;944.7;30.6;13.4;12.5;14.7;0;94
BER;19390806;-;0;67;949.3;0.5;13.8;11.1;18.2;252;83.7
BER;19390807;-;0;80;948.5;1.7;15.5;9.2;20;312;72
BER;19390808;-;0;83;946.1;8;14.4;12.8;15.9;0;92.3
BER;19390809;-;0;60;951.7;0;16.7;14;21;468;75.7
BER;19390810;-;0;17;954.3;0;17.5;11.6;24.2;732;73.3
BER;19390811;-;0;20;954.2;0;19.4;13;25.1;726;71.7
BER;19390812;-;0;60;953.2;0;18.4;14.4;23;462;76.3
BER;19390813;-;0;60;952.6;0;16.7;14.4;19.8;198;87
BER;19390814;-;0;27;954.3;0;17.2;12.8;21.4;546;75.3
BER;19390815;-;0;3;955.3;0;16.4;12.2;20.4;774;64.3
BER;19390816;-;0;0;953.7;0;15.6;9.7;19.9;750;65
BER;19390817;-;0;37;950;0;16.7;11.6;21;540;76.7
BER;19390818;-;0;37;948.3;0;16.3;11.8;21.8;498;88.3
BER;19390819;-;0;60;946.7;0;17.8;13;23.3;264;72.3
BER;19390820;-;0;70;944;1.1;16.9;13.4;21.3;222;86
BER;19390821;-;0;87;945.9;1.3;16.9;14.5;19.3;6;84
BER;19390822;-;0;90;949.5;4.1;16.9;15;22.1;282;88.7
BER;19390823;-;0;87;950.6;0;17.4;14.2;21.2;180;85.3
BER;19390824;-;0;73;948.1;0;18.1;13.5;21.2;240;82.3
BER;19390825;-;0;97;946.4;0;16.7;16;18.8;0;81.7
BER;19390826;-;0;93;950.8;1.7;16.9;14.8;20.3;126;91
BER;19390827;-;0;17;952.5;0;17.8;13.4;22.2;606;86.3
BER;19390828;-;0;30;952;0;17.8;12.9;23.4;582;81
