stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Sonnenscheindauer (min);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%)
PAY;19931223;19;0;96;954.1;8.5;0;4.2;3.1;5.4;81.1
PAY;19931224;23;0;92;941.3;2.4;42;1.6;-0.5;4.4;84.4
PAY;19931225;29;2;92;940.9;1.2;16;0.7;-0.6;1.7;85.4
PAY;19931226;35;4;58;949.2;0;47;-2.1;-5.5;-0.2;76.3
PAY;19931227;53;2;50;955.8;0;225;-2.2;-5.5;0.9;80.7
PAY;19931228;43;1;63;957.7;0.1;17;-3.5;-7.4;-0.7;80.6
PAY;19931229;49;1;75;961;0.6;129;1.4;-2;3.8;77.1
PAY;19931230;52;0;92;963.6;2.8;244;6.1;3.5;9;78.2
PAY;19931231;38;0;92;956.3;14.5;35;7.4;5.8;9.7;80.6
PAY;19940101;37;0;79;958.2;2.1;121;2.5;-0.8;5.8;87.1
PAY;19940102;15;0;96;953.9;4.6;0;2.9;-0.7;6.4;87.3
PAY;19940103;24;0;96;951.6;5.3;72;6.1;3.5;7.9;81.8
PAY;19940104;29;0;83;948.5;1.2;89;6.3;4.8;8;80.7
PAY;19940105;38;0;92;945.7;1.2;58;6.2;4.2;8.1;68.8
PAY;19940106;13;0;100;933.7;0.1;0;4.8;3.3;6.8;92
PAY;19940107;34;0;92;939.7;0.3;85;4.2;1.6;6.6;90.6
PAY;19940108;25;0;83;954.3;0;0;2.9;0.6;4.3;88.2
PAY;19940109;39;0;63;953.8;0;61;1.7;-1.3;5.1;92.5
PAY;19940110;21;0;100;944.4;1.8;0;-0.1;-1.6;1;95
PAY;19940111;12;0;100;950.9;2.5;0;2.1;0.3;3.3;92.3
PAY;19940112;54;0;71;961.1;0;221;3.5;-1.5;7.2;82.1
PAY;19940113;30;0;100;963.6;6.7;12;9.5;6.6;12.2;69
PAY;19940114;13;0;79;962.4;4.4;0;6.2;3.6;8.7;88.7
PAY;19940115;58;0;79;955;0;211;3.3;0.5;5.6;86.2
PAY;19940116;25;0;92;946.9;3.5;0;0.7;-1.3;2.3;95.9
PAY;19940117;54;0;92;957.3;1.6;129;0.6;-1.4;2.6;86.1
PAY;19940118;72;0;8;971.1;0;384;-3;-6.3;-0.8;79.4
PAY;19940119;62;0;54;967.9;0;238;-5.1;-7.4;-2.4;90.8
PAY;19940120;52;0;67;968;0;169;-4.5;-7.6;-0.9;88.3
PAY;19940121;20;0;96;970.1;0;0;-0.9;-1.5;-0.2;78.4
PAY;19940122;56;0;71;973.9;0;216;-2.3;-5.3;-0.2;79.9
PAY;19940123;56;0;63;972.7;3.6;180;-0.7;-5.6;3.3;84.1
PAY;19940124;21;0;100;966.1;4.9;0;4.2;0.9;6.1;90.7
PAY;19940125;30;0;96;963.1;4.4;0;7.3;5.5;9.3;87.6
PAY;19940126;38;0;92;964.7;2.6;123;4.8;2.2;8.2;74.6
PAY;19940127;68;0;92;968.2;5.4;131;5;3.2;8.5;70.6
PAY;19940128;59;0;79;967.8;0.3;197;4;1.4;7.8;66.8
PAY;19940129;82;0;54;977.1;0;342;1.5;-0.9;5;58
PAY;19940130;95;0;29;971.2;0;512;3.8;-1.1;9.9;60.6
PAY;19940131;88;0;29;966.9;0;387;4;-1.1;8.6;71
PAY;19940201;87;0;38;963.9;0;375;1.3;-3.1;5.5;86.4
PAY;19940202;23;0;96;959.6;0;0;5;1.5;8.8;63.7
PAY;19940203;66;0;92;946.7;0;173;8.1;5.1;11.3;66.1
PAY;19940204;62;0;96;941;0;161;5.4;2.6;9.3;87.5
PAY;19940205;69;0;92;947.2;3.2;87;4.3;0.1;8.5;88
PAY;19940206;24;0;100;955.6;3.2;0;3.9;2.7;5.2;92.7
PAY;19940207;17;0;100;954.5;2.3;0;3.9;3;5.2;92.8
PAY;19940208;26;0;100;961.4;5.1;0;2.8;1.4;3.9;91.7
PAY;19940209;89;0;29;968.4;0.5;362;2;-1.1;6.1;84.6
PAY;19940210;43;0;88;963.4;1.6;30;2.3;0.2;5.2;78.5
PAY;19940211;94;0;58;962.9;0;322;1.5;-1.2;4.9;74.6
PAY;19940212;80;0;71;960;0;153;-0.6;-2.1;1.6;74.6
PAY;19940213;66;0;92;955.1;0;77;-2;-4.8;0.4;71.9
PAY;19940214;56;0;96;955.6;2.7;51;-3.9;-5;-2.5;76.2
PAY;19940215;53;8;92;960.8;0;0;-3.1;-4.6;-0.7;90.7
PAY;19940216;83;5;79;962.2;0;38;-2.1;-6.7;0.8;86.4
PAY;19940217;119;2;17;960.6;0;425;0.5;-2.9;5.6;72.9
PAY;19940218;86;1;71;959.1;0;154;-1.1;-4.4;2.8;78
PAY;19940219;75;0;38;960.9;0;100;-2.3;-4.5;-0.3;90
PAY;19940220;37;0;96;953.1;3.3;13;0.9;-3.5;5.4;88.2
PAY;19940221;71;0;92;955.3;0.1;105;4.5;0.7;7.8;78.9
PAY;19940222;94;0;71;956;0.5;203;4.9;-0.3;10.7;74.3
PAY;19940223;36;0;83;950.5;3.8;0;2.2;-1.6;4.7;88.3
PAY;19940224;54;0;92;949.5;1.9;40;4.7;0.5;7.9;86.4
PAY;19940225;119;0;63;958.8;0;355;7.5;1.7;12.8;72.8
PAY;19940226;93;0;88;958.2;0;73;4.8;-0.5;11;84.7
PAY;19940227;59;0;92;952.2;5.2;0;4.9;0.1;9.8;85.2
PAY;19940228;135;0;54;952;3.3;414;8.3;3.5;12.9;86.2
PAY;19940301;32;0;96;957.9;4.1;0;6.6;5.1;8.5;92.9
PAY;19940302;72;0;88;965.9;3.5;111;6.2;3.3;9.7;74.2
PAY;19940303;108;0;92;966.5;1.5;242;7.3;3.2;12.1;83.1
PAY;19940304;159;0;17;970.8;0;591;6.5;1;11.2;62.3
PAY;19940305;150;0;63;964.8;0;536;6.1;-1.5;13.1;76.3
PAY;19940306;67;0;67;968;1.9;170;8.8;3;12.5;72.4
PAY;19940307;123;0;83;967.8;0;221;7.7;3.6;12.8;71.2
PAY;19940308;87;0;83;967.3;0;8;9;4.2;13.3;77
PAY;19940309;163;0;58;965.4;0;620;9.7;3;17.7;82.4
PAY;19940310;140;0;58;967.9;0;441;10.2;3.1;17.8;78.5
PAY;19940311;138;0;63;965.1;0;466;10.9;7.4;15.8;82.5
PAY;19940312;89;0;88;961.5;0.7;104;10.3;7;14.8;71
PAY;19940313;76;0;75;961.9;0.3;24;8;5.4;10.2;67.5
PAY;19940314;160;0;46;967.8;0;454;9.1;6.5;13.2;69.1
PAY;19940315;106;0;71;965.7;0;175;9.1;7.1;12.4;64.8
PAY;19940316;129;0;88;963.4;0.3;344;7.9;4.9;11.6;64.7
PAY;19940317;76;0;92;964.3;2.3;96;5.3;2.6;7.3;69.1
PAY;19940318;87;0;79;962.9;0;77;5.9;2.3;10.9;69.7
PAY;19940319;130;0;88;957.4;1.1;245;8.5;4.7;11.7;58.4
PAY;19940320;100;0;88;959.2;0.8;101;8.4;6.3;12.2;73.6
PAY;19940321;110;0;92;957.1;0;163;9.4;6.5;13.8;74.4
PAY;19940322;157;0;79;965.7;0;311;9.5;5;14.8;72.1
PAY;19940323;76;0;92;969.4;0;9;11.5;7.5;14.8;66.2
PAY;19940324;158;0;38;967.2;0;348;14.7;9.5;20.4;54.6
PAY;19940325;214;0;38;957.7;9.1;648;15.4;8;21.4;58.1
PAY;19940326;95;0;79;957;0.6;152;8.3;2.1;11.2;70
PAY;19940327;225;0;13;961.4;0;692;5.5;-0.6;11.8;65.5
PAY;19940328;124;0;96;962.5;0;148;9;0.8;15.3;62.2
PAY;19940329;197;0;83;966.1;0;523;12.8;7.5;17.9;63.3
PAY;19940330;210;0;33;961.3;0;635;12.3;4.2;20.2;71
PAY;19940331;114;0;88;955;0.5;164;13;10.2;16.6;59.8
PAY;19940401;38;0;83;947.7;11.5;32;9.5;1.6;13.9;69.6
PAY;19940402;113;0;88;952.9;3.4;137;3;0.1;6.9;80.7
PAY;19940403;183;0;58;961.3;0.3;399;2.4;-1.2;6.5;71.4
PAY;19940404;48;0;100;956.6;11.4;0;2.9;-1.3;6.4;80.9
PAY;19940405;166;0;79;957.6;0.9;322;3.7;0.1;8.2;68.1
PAY;19940406;123;0;92;954.4;1;194;3.4;0.9;7.3;83.4
PAY;19940407;108;0;71;947;11.2;236;2.2;-1.4;6.6;88
PAY;19940408;121;0;88;953.7;3.1;119;3.9;1.8;6.5;80.1
PAY;19940409;132;0;88;945.6;5.7;182;3.8;0.7;7.7;76
PAY;19940410;205;0;75;943.8;0;437;3.7;0.3;9;73
PAY;19940411;159;0;88;952.5;1.8;309;4.9;1.9;8.3;70.5
PAY;19940412;45;0;100;955.6;9.8;0;3.2;1.5;5;90.4
PAY;19940413;64;0;100;956.9;1.5;42;5.2;3.4;8.6;80.8
PAY;19940414;50;0;100;955.4;5.3;0;4.1;1.1;6.5;86.5
PAY;19940415;97;0;88;957;0.1;35;3;0.3;6.2;85.8
PAY;19940416;47;0;100;952.2;0.4;0;5.3;1.3;8.5;88.3
PAY;19940417;45;0;100;945.8;1.2;0;7.4;5.7;9.4;90.3
PAY;19940418;79;0;96;950.7;0;20;5.9;4.3;8.2;82.8
PAY;19940419;144;0;96;949.8;0;53;7;3.7;10.7;76.7
PAY;19940420;102;0;92;949.1;3.3;6;8.5;5.9;11.2;85.8
PAY;19940421;118;0;92;952.5;0.3;168;9.3;5.5;13.5;84.6
PAY;19940422;267;0;25;953.4;0;731;10;2.6;17;75.6
PAY;19940423;230;0;50;952.4;0;532;12;3.2;18.6;64
PAY;19940424;191;0;71;952;0.9;337;12.6;6.8;19;69.5
PAY;19940425;35;0;100;955.4;15;0;8.7;6.8;10;93
PAY;19940426;275;0;58;966.6;0;720;10.4;5.6;16.1;67.7
PAY;19940427;124;0;92;971;0;185;10;3.7;14.5;80.1
PAY;19940428;270;0;17;972.1;0;745;13.3;3.7;20.6;71.3
PAY;19940429;273;0;21;969.2;0;766;14.4;6.4;22.1;68.3
PAY;19940430;247;0;46;966;0;676;16.2;7.4;24.2;68.4
PAY;19940501;228;0;46;963.7;0;520;15.9;9.6;22.6;64
PAY;19940502;294;0;8;961.9;0;797;12.7;5.1;19.6;52.8
PAY;19940503;276;0;25;958.9;0;778;14.1;3.5;23.1;58.8
PAY;19940504;57;0;96;958.9;3.1;10;12;8.7;15.2;75.4
PAY;19940505;119;0;96;963.9;0.8;87;9.4;7.4;12.8;72.5
PAY;19940506;248;0;75;962.9;0;495;11.9;7.5;17.3;73
PAY;19940507;286;0;8;957.3;0;779;13.8;5.2;22.2;75.1
PAY;19940508;92;0;92;954.6;31.2;14;12.8;9.3;17.3;78.7
PAY;19940509;86;0;100;956.8;1.9;0;10.2;8.8;13.4;88.8
PAY;19940510;148;0;92;956.8;0;135;11.8;8.8;16.9;83.7
PAY;19940511;181;0;92;950.8;9.2;273;12.8;7.2;18.9;78.7
PAY;19940512;63;0;96;953.1;1.9;3;11.6;10.2;14;93.3
PAY;19940513;260;0;79;953.1;0.1;508;14.4;9.5;20.1;80.1
PAY;19940514;139;0;75;950.3;0.3;137;14.8;10.2;20.1;75.9
PAY;19940515;285;0;50;955.2;0;667;15.2;7.5;22;67.2
PAY;19940516;217;0;83;952.1;1.5;382;15.1;8.5;21.4;79.5
PAY;19940517;205;0;83;951.4;5.6;298;14.6;11.6;19.9;80.3
PAY;19940518;35;0;100;945.4;33.8;0;11.8;10.6;12.6;95.4
PAY;19940519;44;0;96;948.6;1.4;11;10.2;7.6;13.3;90
PAY;19940520;115;0;79;949.1;6.5;158;10.6;7;15.5;89.6
PAY;19940521;110;0;96;952.9;10.3;46;11.4;6.1;15.7;91.5
PAY;19940522;209;0;83;956.9;4.3;224;15.3;10.8;20.2;86.7
PAY;19940523;177;0;79;955.1;1;163;17.1;13.1;21.4;75.6
PAY;19940524;127;0;96;953.3;6.7;29;15.2;11.3;20;87.2
PAY;19940525;265;0;54;956.1;0;520;14.7;10.8;20.2;72.9
PAY;19940526;96;0;79;955.1;11.3;144;12.1;8.3;16.2;89
PAY;19940527;208;0;79;958.8;0.6;317;12.6;8.3;17.6;78.2
PAY;19940528;256;0;83;958;13.7;479;14.1;7.1;20.4;76.3
PAY;19940529;181;0;79;959.1;0.5;182;15.1;11.8;20.2;79.5
PAY;19940530;128;0;88;962.6;3.3;53;13.8;11.4;16.4;88.3
PAY;19940531;245;0;46;964.5;0;455;15.5;11.5;21.1;83.6
PAY;19940601;256;0;79;961.6;0;548;18.5;10.3;26.1;79.6
PAY;19940602;144;0;92;956.8;8.3;153;17.1;11.9;24.1;80.3
PAY;19940603;282;0;50;960;2.9;598;15.8;10.9;21.9;69.5
PAY;19940604;131;0;88;957.6;8.7;119;11.9;8.8;15.3;69.7
PAY;19940605;124;0;92;962;0.2;77;10.1;5.7;13;71.3
PAY;19940606;200;0;79;965.8;0.5;200;12.2;3.6;17.6;71.6
PAY;19940607;314;0;42;963.8;0;695;17.3;12.4;23.4;75.4
PAY;19940608;298;0;71;959.7;14.3;697;18.2;11.4;26.6;69.3
PAY;19940609;201;0;79;967.5;0;282;11.5;7.1;14.6;70.9
PAY;19940610;126;0;79;966.8;0.7;128;9.4;4.4;13.3;77.9
PAY;19940611;97;0;75;964;0.1;18;8.9;7.5;11.2;83
PAY;19940612;109;0;88;963.7;0;14;12.1;9.2;14.4;73.8
PAY;19940613;276;0;67;963.4;0;546;14.7;9.5;19.4;66.6
PAY;19940614;321;0;38;962.1;0;679;16.4;10;22.2;64.5
PAY;19940615;342;0;8;961.7;0;826;17.1;8.7;24.1;69.2
PAY;19940616;326;0;42;959.6;0;838;17.4;10.1;24.2;62.4
PAY;19940617;343;0;29;959;0;812;17.4;9.5;24.4;60.8
PAY;19940618;317;0;33;958.4;0;683;19.7;9.6;28.7;62.3
PAY;19940619;245;0;63;959;15;372;19.2;14.1;26.1;71.2
PAY;19940620;119;0;92;961;1.1;0;15.9;14;19.4;83.8
PAY;19940621;285;0;63;964.9;0;576;18.2;12.8;23.8;75.3
PAY;19940622;331;0;25;967.5;0;822;19.9;12;26.4;69.5
PAY;19940623;335;0;33;964.6;0;830;20.4;12.8;27.1;73.7
PAY;19940624;240;0;46;958.9;0.4;515;19.9;13.8;27.4;79.3
PAY;19940625;223;0;58;955.8;23.1;390;19.2;14.5;27.1;83.5
PAY;19940626;178;0;88;957.8;1;233;18.5;14.1;24.8;85.4
PAY;19940627;265;0;75;961.9;29.3;428;19.4;14.7;26.6;81.5
