stn;time;" Globalstrahlung (W/m); Tagesmittel";Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%)
RAG;19590330;-;0;0;100;949.1;8.1;6.2;4.1;7.8;77.3
RAG;19590331;-;0;0;73;957.1;0.4;5.3;3.8;8.7;82.3
RAG;19590401;-;348;0;47;965.9;0;8.4;4.1;13.8;67.3
RAG;19590402;-;558;0;0;965.4;0;9.6;1.6;15.8;62
RAG;19590403;-;552;0;3;962.2;0;10.6;2.3;18.2;58
RAG;19590404;-;582;0;0;958.9;0;13.2;4.7;21.2;46.7
RAG;19590405;-;588;0;3;954.4;0;13.6;4.4;21.4;50.7
RAG;19590406;-;522;0;60;946.2;1;12.9;4.5;20.1;58.3
RAG;19590407;-;0;0;100;941.8;12;5.1;2.8;12.3;80.7
RAG;19590408;-;600;0;10;945;0;12.4;2.2;18.3;47.7
RAG;19590409;-;24;0;97;940.2;11.6;5.9;4.4;13.3;82.3
RAG;19590410;-;246;0;43;940.7;4;4.2;1.6;9.4;72.3
RAG;19590411;-;420;0;77;951.6;0;6.3;1.1;11;69.7
RAG;19590412;-;402;0;60;956.3;0;10.8;5.1;18.2;59
RAG;19590413;-;624;0;7;955.5;0;15.8;5.5;22.3;50.7
RAG;19590414;-;492;0;30;953.3;0;18.5;9.5;25.8;38.7
RAG;19590415;-;582;0;13;951.9;0;16.2;12.5;24.2;45.7
RAG;19590416;-;72;0;93;940.4;0.1;15.2;12.1;19.2;46.3
RAG;19590417;-;30;0;100;940.9;1.7;8.4;6.6;13.6;80
RAG;19590418;-;0;0;97;945.5;23.4;8;7.8;8.7;89
RAG;19590419;-;0;0;100;952.8;8.9;7;5.9;9.3;81.3
RAG;19590420;-;0;0;93;961.6;0;3.7;3.2;5.9;62
RAG;19590421;-;504;0;40;963.8;0;3.6;-1.9;7.7;50.7
RAG;19590422;-;540;0;13;964;0;5.2;-3.2;10.2;51.3
RAG;19590423;-;666;0;3;958.7;0;8.4;-1.3;14.8;47.3
RAG;19590424;-;564;0;30;959;0;10.2;0.2;16.8;50
RAG;19590425;-;672;0;3;958.4;0;11.9;3.2;19.8;50
RAG;19590426;-;288;0;67;954.8;0;14.7;10;18.8;40
RAG;19590427;-;402;0;77;951.5;0;10.8;6.4;16.3;68.7
RAG;19590428;-;168;0;67;948.6;0;12.4;9.1;18;53.3
RAG;19590429;-;156;0;53;946.9;0;15.5;6.7;20.1;45.3
RAG;19590430;-;90;0;93;947.6;7.8;9.7;8.6;16.3;74
RAG;19590501;-;0;0;100;956.2;49.3;4.2;2.6;8.7;93.7
RAG;19590502;-;102;0;97;960.4;3.8;7.4;2.3;11.8;77.3
RAG;19590503;-;330;0;50;960.3;0.3;6.2;4.6;12.2;70
RAG;19590504;-;684;0;13;957;0;11.4;2.7;18.2;49.7
RAG;19590505;-;654;0;33;957.2;0;13.1;4.7;20.1;53.7
RAG;19590506;-;612;0;33;959.9;0;14.5;8.7;20.8;54.7
RAG;19590507;-;606;0;47;958.3;0;17;8.5;22.9;46
RAG;19590508;-;666;0;10;951.3;0;18.5;13.1;24.4;49
RAG;19590509;-;396;0;37;946.6;0;17.8;12.9;23.6;46.3
RAG;19590510;-;576;0;23;950;0;17.6;11.2;25;51
RAG;19590511;-;528;0;27;956;6.4;15.8;11.1;25.2;62.7
RAG;19590512;-;348;0;47;960.1;3;14.6;8.2;20.7;68.3
RAG;19590513;-;588;0;57;962.6;0;13.9;6.8;18.7;56
RAG;19590514;-;318;0;80;961.9;16.8;8.9;4;14.8;77.7
RAG;19590515;-;0;0;100;957.6;0;8.5;6.1;11.8;78
RAG;19590516;-;552;0;53;955.8;0;13.6;4.8;18.7;64.7
RAG;19590517;-;546;0;40;953.2;0;14.3;7.5;20.7;64.7
RAG;19590518;-;600;0;33;951.7;0;16.3;8.7;22.7;60
RAG;19590519;-;474;0;60;952.3;0;15.4;8.8;22.2;65.3
RAG;19590520;-;744;0;3;953.1;0;17;8.8;24.7;57.3
RAG;19590521;-;300;0;90;951.6;0;19.6;15.4;25.7;41
RAG;19590522;-;132;0;97;949.6;1;15.9;9.9;19.7;72.7
RAG;19590523;-;486;0;73;952;0;16.8;11.5;21.7;67.7
RAG;19590524;-;300;0;77;956.4;0;14.9;10.9;18.2;63.3
RAG;19590525;-;600;0;47;957;0;16.6;9.2;21.2;57.3
RAG;19590526;-;648;0;20;957.1;0;15.8;8.1;22.1;54.3
RAG;19590527;-;462;0;67;955.8;0;15.1;8.2;21.1;61
RAG;19590528;-;552;0;67;953.1;0;14.7;9.7;18.7;57
RAG;19590529;-;228;0;93;950;5.2;10.3;5.6;15;77.7
RAG;19590530;-;138;0;90;951.6;0;9.3;7.7;13.8;69.3
RAG;19590531;-;336;0;87;954.4;0;12;3.6;15.8;60.3
RAG;19590601;-;252;0;87;961.3;0.2;13.8;9.1;19.1;64.7
RAG;19590602;-;216;0;93;965.9;0;14.4;11.5;18.8;73
RAG;19590603;-;726;0;33;963.7;0;17.2;8.1;24.2;57
RAG;19590604;-;774;0;23;959.2;0;19.4;10.2;26.5;50.3
RAG;19590605;-;258;0;83;955.2;0.9;17.5;11.8;23.7;64
RAG;19590606;-;336;0;83;956.1;0;19.8;14.2;25.7;60.7
RAG;19590607;-;474;0;63;955.6;3.6;20.7;13.1;25.8;57.3
RAG;19590608;-;186;0;83;959.2;0;16.5;14.2;20.9;72.7
RAG;19590609;-;0;0;100;958.3;3.7;14.2;12.4;17.7;74.3
RAG;19590610;-;150;0;80;963.4;4.4;9.9;8.8;14.8;72
RAG;19590611;-;0;0;97;965.9;12;8.3;7.4;10.6;80.3
RAG;19590612;-;0;0;97;965.1;7.2;8.7;6.1;11.2;80
RAG;19590613;-;0;0;100;965.8;41.2;10.5;8.2;11.8;89.7
RAG;19590614;-;114;0;77;967.5;0.3;12.9;11;15.8;78.3
RAG;19590615;-;750;0;33;961.9;0;16.5;8.2;22.7;64.7
RAG;19590616;-;420;0;63;958.2;0;16.5;10.1;21.2;68
RAG;19590617;-;744;0;43;959.5;9.7;19;9.8;24.6;62
RAG;19590618;-;396;0;57;960.8;0.5;18.1;12.6;26.8;68.3
RAG;19590619;-;672;0;43;960.3;4.4;21.9;13.4;28.3;51
RAG;19590620;-;402;0;67;960.7;7.1;18;14.3;25.7;70
RAG;19590621;-;570;0;73;960.1;0;18.1;15.4;26.2;65.3
RAG;19590622;-;180;0;83;962.8;0.1;18.5;13.3;23.2;71
RAG;19590623;-;18;0;87;962.1;0;18.1;16;20.7;77
RAG;19590624;-;342;0;53;957.1;0.8;18.2;13.1;23.4;71
RAG;19590625;-;24;0;83;957.7;7.4;16;13.7;19.2;83.7
RAG;19590626;-;36;0;100;956.5;6.9;16.4;13.4;19.1;83
RAG;19590627;-;150;0;87;956.6;0.3;17;15.2;21.7;84.3
RAG;19590628;-;456;0;73;953.6;12.9;17.8;13.3;21.1;65.7
RAG;19590629;-;0;0;100;950.6;13.2;12.5;11.2;17.1;72.3
RAG;19590630;-;48;0;87;956;5.9;11.3;9.2;14.7;71.7
RAG;19590701;-;12;0;100;965.9;3;11.5;9.8;13.4;87.7
RAG;19590702;-;282;0;73;967.6;0;15.4;10.7;21.2;74.3
RAG;19590703;-;702;0;33;963.5;0;19;10.7;26.2;55.7
RAG;19590704;-;684;0;30;961.2;0;20.2;11.8;26.2;58.3
RAG;19590705;-;774;0;7;961.3;0;21.8;14.1;28.2;58.3
RAG;19590706;-;210;0;53;965;12.2;17.2;14.5;22.4;79.3
RAG;19590707;-;738;0;20;964.7;0;21;13.6;25.8;62.3
RAG;19590708;-;774;0;3;961.8;0;22.3;15.1;27.8;61.7
RAG;19590709;-;738;0;17;960.6;0;24;17.6;29.8;62.7
RAG;19590710;-;648;0;30;959.4;0.7;25.1;17.6;30.5;58.7
RAG;19590711;-;288;0;80;957.8;8.5;21.6;17.8;28.8;66.7
RAG;19590712;-;318;0;60;957.5;2.9;20.5;17;29.8;60.3
RAG;19590713;-;672;0;40;957.6;0;21.1;12.8;24.8;65
RAG;19590714;-;378;0;70;956.1;11.9;19;16.1;24.8;75.7
RAG;19590715;-;0;0;100;955;13.7;15.1;13.9;16.9;85.3
RAG;19590716;-;222;0;80;959.5;0.3;15;13;21.7;77.3
RAG;19590717;-;666;0;20;962.9;0;17.2;9.8;22.4;66.7
RAG;19590718;-;720;0;3;960.5;0;19.1;11.5;24.3;57
RAG;19590719;-;606;0;17;960.6;0;19.9;12;25;61.3
RAG;19590720;-;540;0;27;960.6;0;19.2;13.4;27.2;67.3
RAG;19590721;-;708;0;13;959.1;0;20.3;12.7;26.7;55.3
RAG;19590722;-;726;0;3;956.9;0;21;13.1;27.2;51
RAG;19590723;-;414;0;43;956;3.1;19.9;13.2;26.2;67
RAG;19590724;-;12;0;100;956.2;0.1;18.3;14.7;23;70.7
RAG;19590725;-;372;0;47;957.1;0;20.1;15.6;25.8;65
RAG;19590726;-;612;0;43;957.2;0;19.6;14.1;26.7;61.7
RAG;19590727;-;612;0;37;958.3;0;20.8;12.6;28.8;54
RAG;19590728;-;570;0;43;955;1.5;21.1;15.6;27.7;61.7
RAG;19590729;-;108;0;90;950.2;14.3;16.8;15.3;22.3;78.3
RAG;19590730;-;6;0;100;951.5;3.3;14.5;13.3;17.3;79
RAG;19590731;-;72;0;100;956.6;5.7;12.9;12.1;16.6;86.7
RAG;19590801;-;162;0;97;960.1;0.3;14.3;11.7;17.6;80.3
RAG;19590802;-;132;0;97;957.1;1.4;13.5;9.7;18.3;75.3
RAG;19590803;-;18;0;90;957.7;0;15.3;11.6;18.4;70.7
RAG;19590804;-;234;0;70;956.9;1.2;15.6;9.4;19.3;68.7
RAG;19590805;-;534;0;67;957.5;0;17.4;10.1;22.2;62
RAG;19590806;-;240;0;53;959.7;0;16.8;13.6;21.2;70.3
RAG;19590807;-;654;0;3;958.6;0;18.6;11.1;24.7;67.3
RAG;19590808;-;408;0;93;958.1;6.4;19.6;15.2;26.8;69
RAG;19590809;-;402;0;73;958.2;0;19.4;15.5;24.8;71.7
RAG;19590810;-;162;0;73;957.1;3.7;18.3;14.9;26.8;67
RAG;19590811;-;588;0;57;956.5;5.6;17.6;11.8;24.2;72
RAG;19590812;-;0;0;100;956.3;0.2;15.2;13.6;17.7;81.7
RAG;19590813;-;384;0;50;954.7;0;18.2;13.7;23.5;65.7
RAG;19590814;-;462;0;47;955.2;2.6;18.9;12.1;24.9;66.3
RAG;19590815;-;0;0;100;958.7;18.2;15.5;14.4;18.2;86.3
RAG;19590816;-;42;0;80;962.8;0.1;14.5;13.3;17.7;73.7
RAG;19590817;-;78;0;97;964.5;0;13.7;10.2;17.7;70.7
RAG;19590818;-;588;0;23;961.9;0;16.9;8.4;21.9;70.7
RAG;19590819;-;612;0;43;958.9;0.2;18;11.1;24.7;68.3
RAG;19590820;-;300;0;60;958;0.1;17.6;11.7;20.3;66.3
RAG;19590821;-;372;0;63;956.8;0.1;20.7;11.8;25.6;50.7
RAG;19590822;-;60;0;97;959.9;2.3;16.8;14.6;21.3;80.7
RAG;19590823;-;564;0;47;962.7;0.1;18.6;12.6;24.2;70.7
RAG;19590824;-;570;0;37;966.1;0.8;19.5;13.7;26.4;67.3
RAG;19590825;-;618;0;7;967.1;0;21;13.9;27.3;64
RAG;19590826;-;450;0;33;964.6;0;21.6;15.2;27.7;67.3
RAG;19590827;-;528;0;50;960.4;0;21.2;15.7;25.7;68
RAG;19590828;-;378;0;50;956.2;0;18.5;15.8;23.8;72
RAG;19590829;-;252;0;83;955.9;0;17.1;13.6;20.8;65.3
RAG;19590830;-;246;0;53;957;0;14.3;13;17.2;59.3
RAG;19590831;-;582;0;10;957.9;0;14;5.2;19.7;57.7
RAG;19590901;-;558;0;3;958.5;0;13.3;5.8;19.9;62.7
RAG;19590902;-;516;0;33;957.6;0;14.3;6.3;19.7;72.7
RAG;19590903;-;342;0;93;958.1;0;15.1;8.2;18.8;73.3
RAG;19590904;-;342;0;23;960.1;0;14.1;9.6;20.1;76.7
RAG;19590905;-;192;0;73;956;0;15.5;10.1;18.8;72.7
RAG;19590906;-;216;0;53;957.7;0;14.7;12.4;18.2;66.3
RAG;19590907;-;546;0;17;960.5;0;14;6.6;21.2;62
RAG;19590908;-;582;0;3;962.9;0;13.7;8.6;20.4;67.3
RAG;19590909;-;582;0;3;963.2;0;15.8;7.2;22.2;65.7
RAG;19590910;-;552;0;0;963.4;0;16.6;9.4;23.8;69.7
RAG;19590911;-;582;0;0;962.2;0;17.2;10;24.3;59.3
RAG;19590912;-;576;0;0;958.7;0;17.3;9.1;24.8;59.7
RAG;19590913;-;576;0;7;956.1;0;17.8;10.5;25.3;59.3
RAG;19590914;-;540;0;47;954.3;0;17.9;10.7;24.7;63.7
RAG;19590915;-;480;0;33;956;0;16.2;10.2;23.2;76
RAG;19590916;-;378;0;83;955.2;11.3;17.8;12.6;23.7;68
RAG;19590917;-;0;0;97;956.3;8.3;15.1;13.7;17.6;85.7
RAG;19590918;-;390;0;53;960.8;0;13.7;12.1;18.8;72.3
RAG;19590919;-;540;0;3;962.2;0;13.8;8;19.1;75
RAG;19590920;-;546;0;0;962.8;0;14.1;8.6;20.7;74.3
RAG;19590921;-;180;0;53;963.1;0;15.5;8.5;21.2;65
RAG;19590922;-;156;0;87;963.9;0.8;16.1;10.6;22.1;71
RAG;19590923;-;492;0;63;962.5;4.7;18.2;12.1;24.4;69.3
RAG;19590924;-;234;0;57;957.7;0;17.1;14.3;23.3;76.7
RAG;19590925;-;318;0;67;954.9;1.4;15.4;11.3;18.4;84
RAG;19590926;-;0;0;97;955.1;4;16.2;13;20.3;80.3
RAG;19590927;-;30;0;83;959.8;1.2;16.4;15.2;18.7;73
RAG;19590928;-;414;0;60;965;0;13.5;10.2;17.4;76
RAG;19590929;-;492;0;3;964.2;0;10.7;6.4;17.7;76
RAG;19590930;-;402;0;33;962.7;0;10.2;4.6;15.7;74.3
RAG;19591001;-;528;0;0;966.8;0;10.9;4.2;17.8;74.3
RAG;19591002;-;522;0;0;968.9;0;12.1;5.8;19.6;72.7
RAG;19591003;-;336;0;47;966.6;0;12.1;5.2;19.2;67.7
RAG;19591004;-;480;0;0;962.7;0;10.3;5.2;18.8;75.7
RAG;19591005;-;456;0;7;961.2;0;9.9;4.8;15.2;80
RAG;19591006;-;438;0;0;962.4;0;7.9;4.7;13.8;85.3
RAG;19591007;-;462;0;3;963.8;0;8.7;3.2;16.8;75.3
RAG;19591008;-;474;0;0;961.4;0;8.9;3.3;17.7;77.7
RAG;19591009;-;462;0;3;961;0;9.6;4.5;16.8;75.3
RAG;19591010;-;390;0;50;954.2;5.8;15.1;8.4;23.6;50.7
RAG;19591011;-;0;0;97;956.8;4.6;10.6;9.7;12.3;80.7
RAG;19591012;-;438;0;53;962;0;10.9;8.6;16.6;75.3
RAG;19591013;-;492;0;0;964.3;0;8.8;5.6;15.7;71.3
RAG;19591014;-;438;0;0;964.8;0;7.2;1.9;15.6;80.3
RAG;19591015;-;456;0;0;963.1;0;6.4;1.9;12.7;79.7
RAG;19591016;-;444;0;7;960.7;0;8.1;1.6;15.4;65.7
RAG;19591017;-;468;0;13;957.2;0;16.4;6;22.7;30.3
RAG;19591018;-;270;0;27;960;0;12.2;8;18;60.3
RAG;19591019;-;90;0;87;956;0.7;13.4;4;16.8;68
RAG;19591020;-;0;0;100;957.6;7;9.7;9.4;16.7;90.7
RAG;19591021;-;138;0;67;966.2;0;10.4;8.8;14.1;85.3
RAG;19591022;-;0;0;100;967.3;5;10.4;8.3;11.8;91
RAG;19591023;-;420;0;33;973;0;8.3;5.4;13.4;66
RAG;19591024;-;378;0;7;968.1;0;8.2;1.9;17.3;66
RAG;19591025;-;390;0;70;962.1;0;12.4;4.8;19.2;61
RAG;19591026;-;342;0;73;957.6;0;10.4;6.5;15.7;70.7
RAG;19591027;-;294;0;73;935.9;10.6;16.4;5.8;19.8;44.7
RAG;19591028;-;0;0;100;932.3;56;2.8;0.3;15.6;89.3
RAG;19591029;-;0;1;100;939.8;9.7;2.2;0.3;3.2;91.7
RAG;19591030;-;60;0;67;952.4;1.1;2.7;0.5;5.5;87.3
RAG;19591031;-;0;0;97;952.2;8.7;3.3;0.9;6.8;77
RAG;19591101;-;258;0;57;963;0.1;3.8;2;9.2;81.7
RAG;19591102;-;384;0;23;966.8;0;3;-1;9.8;75.7
RAG;19591103;-;378;0;0;959;0;1;-1.5;10.7;74.3
RAG;19591104;-;354;0;50;959.1;0;1.2;-4.2;6.8;78.3
RAG;19591105;-;0;0;100;954.8;4.2;2.6;0.6;3.7;90
RAG;19591106;-;18;0;100;952.9;0.3;3.5;1.6;4.8;79
RAG;19591107;-;0;0;100;955.7;0;3.8;2.3;4.6;77.7
RAG;19591108;-;0;0;100;958.9;0;3.5;2.6;4.7;76.7
RAG;19591109;-;324;0;47;957.6;0;1;-0.9;7.3;76.7
RAG;19591110;-;6;0;87;951.8;3;1.2;-2.4;4.7;82
RAG;19591111;-;174;2;50;948.1;0.2;1.4;0.3;6.2;91
RAG;19591112;-;174;0;97;945.3;9.4;5.6;0.3;10.2;62.7
RAG;19591113;-;120;0;67;950.8;0.1;3.3;0.8;8.2;87.3
RAG;19591114;-;198;0;80;945.8;21.1;5.2;2.2;9;82.7
RAG;19591115;-;0;7;100;944.9;36.3;0.7;0.4;4.7;97.3
RAG;19591116;-;0;11;87;951.5;0.6;0.6;-0.9;3.2;95.7
RAG;19591117;-;36;5;80;949.5;0;7;-0.8;9.4;50.3
RAG;19591118;-;126;0;93;949.3;0;9.3;7.6;11.8;61
RAG;19591119;-;384;0;30;961.7;0;10.9;6.8;14.8;46.7
RAG;19591120;-;402;0;0;960.5;0;7.8;3.2;17.2;46.3
RAG;19591121;-;288;0;33;963;0;1.3;-2.9;8.8;75.3
RAG;19591122;-;342;0;33;965.3;0;0.1;-2.4;8.2;77
RAG;19591123;-;174;0;80;965;0;-2.7;-5.4;-1.2;93.7
RAG;19591124;-;318;0;33;961.8;0;-2.2;-4.9;5.8;82.3
RAG;19591125;-;114;0;67;962.4;0;-2;-4.1;0.9;90.3
RAG;19591126;-;0;0;67;958.6;0;4.9;-3.2;11.3;80
RAG;19591127;-;6;0;90;957;0;9.5;-0.6;14.2;60
RAG;19591128;-;24;0;70;958.5;0;4.8;-0.9;12.6;80
RAG;19591129;-;282;0;83;950;0;8.9;-0.3;15.6;64
RAG;19591130;-;348;0;37;936;0;8;4.6;15.8;59.3
RAG;19591201;-;66;0;67;931.4;0;10.3;2.7;13.2;51.3
RAG;19591202;-;6;0;100;944.2;0;3.2;2.4;12.2;87.3
RAG;19591203;-;108;0;57;947.2;11.7;2.8;1.9;5.6;82.7
RAG;19591204;-;0;0;100;947;3.7;2.5;1.6;3.8;95.7
RAG;19591205;-;0;0;100;951.8;0;2.3;1.3;3.8;84.7
RAG;19591206;-;264;0;3;950;0;2.2;-2.4;4.8;65
RAG;19591207;-;0;0;67;942.1;0;6.2;2.9;8;44.7
RAG;19591208;-;84;0;73;941;4;1.8;-0.9;7.8;85
RAG;19591209;-;276;0;37;950.9;0;3.7;1;6.2;68.7
RAG;19591210;-;18;0;100;946.4;0;6.4;2.5;13.7;57
RAG;19591211;-;282;0;60;942.3;0;8.2;5.1;13.2;49.3
RAG;19591212;-;186;0;77;951.9;0;2.9;-0.4;6.9;79
RAG;19591213;-;0;0;100;958.3;0;0;-0.4;1.9;85.7
RAG;19591214;-;60;0;43;957.9;0;-0.6;-3.4;2.6;78.3
RAG;19591215;-;198;0;0;954.7;0;-3.3;-5.9;1.8;75
RAG;19591216;-;300;0;0;956.9;0;-2.6;-5.4;2.2;66
RAG;19591217;-;300;0;7;959.1;0;-0.7;-4.9;3.7;59
RAG;19591218;-;0;0;100;954.8;2.9;3.1;-1.2;5;74.3
RAG;19591219;-;12;0;73;963.1;0;1.1;-1.1;4.2;88.3
RAG;19591220;-;102;0;60;955.9;0;5.8;-0.5;9;57.7
RAG;19591221;-;0;0;100;944.2;7.2;4.2;1.2;9.3;75.3
RAG;19591222;-;0;0;57;949.1;0;2.8;1.1;4.7;77.3
RAG;19591223;-;18;0;100;942.3;1.7;8.2;1.3;11;40.7
RAG;19591224;-;0;0;73;941.2;3.1;3;1.9;8.2;87.3
RAG;19591225;-;174;1;70;951.5;0;2.6;-0.1;5.2;79
RAG;19591226;-;0;0;100;950.2;4.8;7.9;3.2;9.9;66.7
RAG;19591227;-;84;0;70;944.4;0.5;6.3;4.6;9.9;76.3
RAG;19591228;-;0;0;97;943.9;16.1;2.9;1.1;5.7;80.3
RAG;19591229;-;0;0;93;957.9;5.6;3.3;1.1;5.1;82.7
RAG;19591230;-;162;0;63;962;0;3.4;1.1;6.3;81
RAG;19591231;-;294;0;40;963;0;6.2;0.8;9.9;72.7
RAG;19600101;-;36;0;77;955.9;0.1;3.8;1.4;10.4;76.7
RAG;19600102;-;228;0;63;953.7;4.7;4.7;0.3;8.7;77.7
RAG;19600103;-;0;0;100;958.7;22.4;4.4;3.6;5.4;95.7
RAG;19600104;-;0;0;63;969.4;1.1;3.4;1.7;5.8;87
RAG;19600105;-;282;0;33;968.2;6.9;1.1;-0.9;4.8;84.7
RAG;19600106;-;30;0;83;966.9;0.6;1.7;0.4;3.3;75.7
RAG;19600107;-;0;0;50;963.8;0;-1.2;-2.4;0.8;66.7
RAG;19600108;-;0;0;100;955.1;4.9;-0.6;-3.2;0;83
RAG;19600109;-;0;7;100;950.9;2.6;-2.5;-4.4;-0.3;80
RAG;19600110;-;240;13;40;951.5;0;-9.2;-12.9;-4.4;68.7
RAG;19600111;-;156;12;13;946.6;0;-11.2;-15.6;-3.2;76.7
RAG;19600112;-;0;12;100;944.2;0.3;-6.6;-13;-5.4;79.3
RAG;19600113;-;0;11;70;949.6;0;-11.9;-15;-7.2;73
RAG;19600114;-;324;11;27;942.9;0;-7.6;-16.2;-3.9;52.7
RAG;19600115;-;0;11;77;947.9;0;-11.9;-12.9;-3.8;85.3
RAG;19600116;-;0;11;100;952.7;0;-10.5;-15.6;-8.8;83.7
RAG;19600117;-;276;11;70;955;0;-7.6;-12.8;-5.3;72.3
RAG;19600118;-;18;11;70;956.8;0;-4.6;-11;-2.6;71
RAG;19600119;-;252;11;70;954.8;0.1;-0.3;-8.9;3.6;54.3
RAG;19600120;-;0;9;100;957.8;8.1;1.8;1;4.8;69.7
RAG;19600121;-;0;13;100;963.4;7.8;0.9;-0.7;1.8;95
RAG;19600122;-;90;16;63;964.1;0;2.5;1.6;6.2;90.3
RAG;19600123;-;396;15;37;959.4;0;3.5;0.6;13.7;66.7
RAG;19600124;-;354;0;17;956.1;0;9.8;-0.2;13.2;45
RAG;19600125;-;270;0;40;951.7;0;11.5;8.2;16.3;47
RAG;19600126;-;192;0;63;952;0;8.4;2.2;11.7;65
RAG;19600127;-;138;0;93;950.6;0;12.6;8.2;15.8;44
RAG;19600128;-;138;0;97;950.9;1.4;9.9;6.6;14.9;60.3
RAG;19600129;-;0;0;93;961.8;4.6;4.7;3.9;6.8;68.3
RAG;19600130;-;414;0;10;970.1;0;1.5;-0.9;6.6;63.3
RAG;19600131;-;108;0;70;966.8;0;1.3;-2.4;4.5;71.7
RAG;19600201;-;378;0;57;965.2;2.6;2.1;-0.3;7.6;77.7
RAG;19600202;-;6;0;77;968.1;0;1;-0.3;3.8;92.7
RAG;19600203;-;342;0;50;962;0;4.5;-0.6;8;54
RAG;19600204;-;0;0;77;955.8;0.3;1.7;-0.4;5.7;84.7
RAG;19600205;-;48;0;100;957.5;0.1;2.7;0.7;5.2;85.3
RAG;19600206;-;270;0;83;960.2;1.4;2.1;0.4;5.9;84.3
RAG;19600207;-;0;1;97;966.4;0;-5.5;-7.3;1.4;70.3
RAG;19600208;-;414;1;0;967.3;0;-8.7;-11.5;-6.3;70.7
RAG;19600209;-;246;0;0;961.2;0;-8.2;-12;-4.8;80.7
RAG;19600210;-;240;0;27;955.6;0;-3.3;-8.9;2.8;75
RAG;19600211;-;18;0;93;942.8;0;4.3;-3.4;9.8;55.3
RAG;19600212;-;0;0;97;934.8;0.9;1.6;0.9;8.2;85.7
RAG;19600213;-;210;0;60;938.3;0.1;2.3;-0.1;8.7;67
RAG;19600214;-;456;0;50;941.9;2.4;0.9;-2.5;6.8;61
RAG;19600215;-;408;0;40;946.3;0;-0.3;-4.8;5.8;54.3
RAG;19600216;-;180;0;87;945.7;0;2.6;-0.7;6.2;63.3
RAG;19600217;-;0;0;100;937.5;3.6;0.6;0.4;2.2;94.3
RAG;19600218;-;54;1;87;935.1;0;2.2;0;7.8;90.3
RAG;19600219;-;0;0;100;945.3;0.7;3.5;1.8;5.7;93.7
RAG;19600220;-;0;0;67;953.9;0;2.6;1.1;5.8;87
RAG;19600221;-;492;0;30;953.1;0;6.9;0;11.8;55.3
RAG;19600222;-;360;0;40;940.5;0.1;9.2;6.8;14.7;39.3
RAG;19600223;-;0;0;100;942.8;3;3.6;3.2;8.8;84.3
RAG;19600224;-;360;0;60;953.8;0;6.1;1.2;9.7;66.7
RAG;19600225;-;0;0;100;948.5;4.3;7.6;3.6;12.7;57.7
RAG;19600226;-;114;0;67;957.8;4.4;6.6;4.6;11.2;83.3
RAG;19600227;-;120;0;63;965.4;0.4;7.3;4.7;13.2;68.3
RAG;19600228;-;384;0;23;966;0;9.2;3.1;19.7;62.7
RAG;19600229;-;216;0;90;955.7;0.7;12.3;4.7;23.8;53.7
RAG;19600301;-;0;0;90;956.9;1.2;7.9;7.2;15.1;75
RAG;19600302;-;0;0;100;953.7;3.9;5.2;2.7;8.7;79
RAG;19600303;-;18;0;100;960;14.1;6.5;4.2;10.1;76.3
RAG;19600304;-;12;0;97;960.7;15.1;4.8;3.6;8.8;80
RAG;19600305;-;36;0;100;963.9;1.2;3.8;2.6;6.3;87.3
RAG;19600306;-;414;0;53;955.8;0;3.7;0.3;7.8;68.3
RAG;19600307;-;318;0;77;950.6;0;1.9;-1.5;6.2;78.7
RAG;19600308;-;174;0;83;945.6;0;5;1.8;9.2;49.7
RAG;19600309;-;42;0;100;942;0;8.1;4.2;11.8;42
RAG;19600310;-;432;0;47;943;0;10.4;6.4;14.9;41
RAG;19600311;-;0;0;100;946;0;8.6;6.2;11;63.3
RAG;19600312;-;24;0;77;948.6;0;5.9;3.2;11.2;73.3
RAG;19600313;-;534;0;17;946.4;0;9.9;3.2;14.8;41.7
RAG;19600314;-;384;0;43;943.6;0;10.8;6.2;16.1;44.3
RAG;19600315;-;78;0;93;940.4;0;11.7;6.7;16.7;46.7
RAG;19600316;-;348;0;63;944.7;6.1;9.2;7.1;14.8;59
RAG;19600317;-;138;0;100;954.7;0.3;5.2;3.1;7.8;78
RAG;19600318;-;156;0;97;961.6;0;3.9;2.6;6.7;73
RAG;19600319;-;264;0;83;965;0;3.6;2.1;7.3;68.7
RAG;19600320;-;12;0;100;963.8;0;2.5;1.2;4.8;71.7
RAG;19600321;-;468;0;27;963.2;0;2.4;-2.2;8.8;75
RAG;19600322;-;504;0;3;961.1;0;4.9;-1.1;11.2;66.7
RAG;19600323;-;558;0;0;959;0;6.8;2.1;12.7;60.7
RAG;19600324;-;144;0;83;956.1;0;10.9;5.1;14.2;41.7
RAG;19600325;-;498;0;60;950.4;0;12.3;9.4;16.3;41
RAG;19600326;-;498;0;23;945.6;0;12.9;7.1;19.9;44.3
RAG;19600327;-;456;0;43;943.8;0;13.1;9.4;19.3;45.7
RAG;19600328;-;408;0;23;938.8;0;14.5;6.8;20;44
RAG;19600329;-;210;0;80;943;4.9;11.6;9.1;16.8;69.7
