stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Durchschnittstemperatur (¡C);Relative Luftfeuchtigkeit (%);Sonnenscheindauer (min);Tiefsttemperatur (¡C);Maximaltemperatur (¡C)
JUN;19740624;-;100;654.7;-6.7;100;0;-9.4;-4.3
JUN;19740625;-;66;656.6;-4.1;68.3;456;-8;0.1
JUN;19740626;-;100;654.5;-2;100;0;-2.9;-0.2
JUN;19740627;-;88;649.8;-4.1;93.1;6;-5.3;-2.1
JUN;19740628;-;100;650.8;-3.3;100;0;-5.4;-1.4
JUN;19740629;-;100;651.6;-5.4;100;0;-6.8;-2.3
JUN;19740630;-;66;658.9;-5;62;216;-8;0.1
JUN;19740701;-;79;663;-1.9;99.2;240;-4.9;-0.1
JUN;19740702;-;9;664.6;-3.3;32.2;906;-9.9;1.3
JUN;19740703;-;79;660.3;-2.2;85;78;-4.9;0.5
JUN;19740704;-;38;658.9;-4.2;54.3;858;-10.1;-0.5
JUN;19740705;-;29;661.6;0.5;66.7;858;-3.7;2.7
JUN;19740706;-;96;661.1;-1.6;99.2;6;-2.6;0
JUN;19740707;-;29;661;-7.6;73.2;618;-11.3;-3.1
JUN;19740708;-;9;663.2;-3.2;61.2;882;-5.6;-1.5
JUN;19740709;-;41;664.9;-1.6;71.8;552;-3;0.2
JUN;19740710;-;66;663.6;-2.6;48;372;-6.3;-0.9
JUN;19740711;-;54;664.8;-2.3;97.7;768;-3.6;0.5
JUN;19740712;-;25;664.7;0.4;77.4;870;-1.9;3.7
JUN;19740713;-;96;661.6;1.7;92.5;156;1.3;2.7
JUN;19740714;-;100;658.6;-0.4;100;0;-1.4;1.9
JUN;19740715;-;54;661.5;-0.2;61.7;816;-2.9;3.3
JUN;19740716;-;71;660.5;0.6;82.8;426;-1.6;2.8
JUN;19740717;-;100;656.3;-2;100;84;-4;0.5
JUN;19740718;-;100;654.4;-7;100;0;-8.1;-5
JUN;19740719;-;100;655.7;-8.1;100;0;-9.9;-6.1
JUN;19740720;-;96;658.2;-6.4;89.8;318;-10.8;-3.2
JUN;19740721;-;100;660.1;-4.4;100;0;-5.5;-3.2
JUN;19740722;-;63;661.6;-4.2;95.1;696;-8.3;-0.7
JUN;19740723;-;41;662.7;-2.1;72.8;774;-3.6;0.7
JUN;19740724;-;84;660.5;0.2;68.2;306;-0.8;1.5
JUN;19740725;-;79;657.8;-6;100;0;-6.6;-4.6
JUN;19740726;-;4;662.1;-3.1;66.8;894;-9;1.3
JUN;19740727;-;34;662.9;-0.4;73.9;642;-2.2;2.1
JUN;19740728;-;38;665.6;-0.7;69.9;792;-3.3;2.3
JUN;19740729;-;0;668.4;3.2;40.2;888;0.4;5.7
JUN;19740730;-;79;666.2;1.2;93.2;438;-0.6;3.8
JUN;19740731;-;91;663.9;1.6;92.7;72;0.4;4
JUN;19740801;-;88;663.6;2.3;89.4;384;0.3;5.2
JUN;19740802;-;46;664;2;82.8;570;0.6;4.6
JUN;19740803;-;25;665;2.1;71;690;0.3;4.4
JUN;19740804;-;91;664.8;2.7;84;276;1.3;4.7
JUN;19740805;-;16;664.3;0.6;37.2;858;-2;3
JUN;19740806;-;13;665.9;1.4;43.6;864;-2;5.4
JUN;19740807;-;0;663.2;3.3;48.4;834;1;6.4
JUN;19740808;-;100;656.4;-1.9;100;0;-3.2;0.4
JUN;19740809;-;50;657.3;-4.1;66;618;-8.6;0.6
JUN;19740810;-;84;657.3;-3.7;76;66;-4.9;-1.9
JUN;19740811;-;100;655.3;-7.8;100;6;-8.8;-6.5
JUN;19740812;-;29;660.5;-6.2;84;486;-10.8;-2
JUN;19740813;-;9;665.6;-0.1;50;822;-4.7;4.8
JUN;19740814;-;54;670;4.1;69;396;2.4;5.6
JUN;19740815;-;25;672.8;5.4;70;768;3.6;7.9
JUN;19740816;-;54;672;5.2;77.2;444;4.2;8.2
JUN;19740817;-;54;669;4.2;79.2;444;2.7;5.8
JUN;19740818;-;79;665.6;2.1;96.6;72;0.9;4.9
JUN;19740819;-;88;665;0.8;89.6;96;-0.1;3.2
JUN;19740820;-;59;666.6;2.2;81.6;588;0.3;4.1
JUN;19740821;-;75;664.7;1.1;94;528;0.1;3.6
JUN;19740822;-;100;661.4;-0.3;93.8;162;-2.5;2.8
JUN;19740823;-;96;661.2;0.4;93.6;162;-1.2;3.3
JUN;19740824;-;79;662.4;0.7;93.6;444;-0.3;3
JUN;19740825;-;46;661.9;0;80.8;480;-1.6;1.7
JUN;19740826;-;75;660.1;-1.6;94.4;156;-2.6;0.7
JUN;19740827;-;100;658.7;-5;100;78;-9.2;0
JUN;19740828;-;54;656.8;-5.4;99.4;462;-10.3;-1.7
JUN;19740829;-;100;658.6;-3.5;100;0;-5.4;-1.2
JUN;19740830;-;100;658.6;-2.7;100;60;-5;-0.4
JUN;19740831;-;100;655.9;-2.7;100;0;-3.2;-1.4
JUN;19740901;-;75;656.7;-3.9;83.1;300;-7.4;-1.1
JUN;19740902;-;96;657.6;-1.4;90.2;0;-4.2;1.2
JUN;19740903;-;100;657.4;-1.6;100;0;-2.8;-0.5
JUN;19740904;-;63;658.1;-6.4;70.9;450;-9.8;1.9
JUN;19740905;-;13;662.2;2.1;48.1;720;-3.4;5
JUN;19740906;-;88;654.4;-2.8;93.1;102;-7;1
JUN;19740907;-;46;654.6;-6.5;76.6;468;-10.8;-1.3
JUN;19740908;-;71;661.6;-1.7;73.2;144;-4.3;1.6
JUN;19740909;-;84;663;0.5;88.2;492;-0.6;2.1
JUN;19740910;-;54;664.7;-2;43.5;540;-9;1.9
JUN;19740911;-;46;666.3;0.3;44.8;540;-3.1;3.8
JUN;19740912;-;9;666.4;2;41.1;696;-0.9;5
JUN;19740913;-;9;667.2;1.8;74.2;690;-0.4;3.6
JUN;19740914;-;38;667.1;2.1;86.9;612;0.8;3.6
JUN;19740915;-;50;663.8;0.3;96.4;582;-0.7;1.9
JUN;19740916;-;79;662;-2;82.4;144;-4;-0.6
JUN;19740917;-;79;662.4;-1.8;97.7;144;-3.7;-0.2
JUN;19740918;-;91;662.2;-1.9;92.8;360;-4.1;0.9
JUN;19740919;-;96;661.4;-1.7;99.1;72;-3.3;-0.2
JUN;19740920;-;100;656.6;-4.1;100;0;-6;-2
JUN;19740921;-;41;654.4;-4.9;90.8;642;-8.7;-2.9
JUN;19740922;-;54;652.8;-6.8;76.7;474;-7.8;-5
JUN;19740923;-;96;652.3;-6.2;61.2;156;-12.2;-2.1
JUN;19740924;-;88;645;-10.2;92;150;-11;-8.5
JUN;19740925;-;100;641.5;-12;96;0;-15.9;-7.1
JUN;19740926;-;100;643.7;-13.6;96;0;-14.3;-6.7
JUN;19740927;-;54;654.7;-7;83.7;360;-13.8;-3
JUN;19740928;-;91;650.9;-6.1;77.5;108;-7.2;-4.1
JUN;19740929;-;41;648;-13.4;74;528;-15;-10
JUN;19740930;-;79;648.5;-13.9;67.2;186;-16.2;-11.1
JUN;19741001;-;63;650.2;-14;72.7;402;-17;-11.1
JUN;19741002;-;100;647.9;-16;92.2;0;-16.9;-13.8
JUN;19741003;-;100;646.9;-12.8;91.5;0;-17.1;-10.8
JUN;19741004;-;66;649.7;-12.1;58.3;396;-14.8;-10.9
JUN;19741005;-;71;649.3;-15;73;228;-15.8;-12.5
JUN;19741006;-;84;650.5;-13.4;98.2;84;-16.1;-8.7
JUN;19741007;-;100;641.9;-12.2;100;0;-14.1;-10.8
JUN;19741008;-;96;642.6;-13.7;82.9;0;-15.8;-12.3
JUN;19741009;-;100;646;-15.4;100;0;-16.3;-14
JUN;19741010;-;59;649.8;-13.6;98.7;198;-15.6;-11.9
JUN;19741011;-;100;648.2;-12.9;100;0;-15.1;-11.2
JUN;19741012;-;59;647.7;-15.4;93.9;336;-16.8;-13.2
JUN;19741013;-;0;648.3;-14.3;60.4;540;-18.2;-11.2
JUN;19741014;-;84;646.4;-16.9;100;54;-18.1;-15.2
JUN;19741015;-;96;645;-18.1;98.5;0;-19;-17
JUN;19741016;-;38;646.6;-18.4;83.7;306;-19.7;-12.2
JUN;19741017;-;100;651.3;-12.2;100;0;-18.2;-11.2
JUN;19741018;-;13;654.8;-12.5;67.8;540;-14.4;-8.8
JUN;19741019;-;100;649.5;-8.9;99.6;0;-11.8;-5.9
JUN;19741020;-;100;639.2;-12.7;100;0;-15.8;-8.4
JUN;19741021;-;100;635.4;-18.6;100;0;-18.9;-18
JUN;19741022;-;79;635.5;-18.1;98.5;162;-19.5;-16.2
JUN;19741023;-;100;641.3;-15.1;100;0;-19.3;-12.6
JUN;19741024;-;84;650.6;-12.2;95.2;114;-14;-6.6
JUN;19741025;-;54;655.7;-8.1;67.3;492;-12.8;-6.3
JUN;19741026;-;100;650.1;-10.7;97.4;0;-12.5;-8.5
JUN;19741027;-;66;650.1;-10.9;92.2;366;-13.1;-9.4
JUN;19741028;-;100;639.2;-18.2;100;0;-20.5;-15.8
JUN;19741029;-;100;637.6;-19.2;100;0;-20.2;-18.6
JUN;19741030;-;100;638;-20;100;0;-20.6;-19.2
JUN;19741031;-;59;638.5;-20.2;94.5;420;-21;-17.7
JUN;19741101;-;59;644.5;-21.5;93.1;348;-22.7;-13.2
JUN;19741102;-;79;649.9;-15.2;98.1;12;-20.6;-13.1
JUN;19741103;-;21;651.5;-13.6;79.9;486;-16.5;-11.9
JUN;19741104;-;100;644.9;-16.6;100;0;-19;-13.3
JUN;19741105;-;38;646.9;-17.2;93.1;504;-18.8;-11.4
JUN;19741106;-;66;654.6;-11;82.3;480;-17;-8.2
JUN;19741107;-;0;656.7;-9.4;51.2;498;-10.1;-7.3
JUN;19741108;-;34;656.5;-8.6;36.9;450;-12.8;-6.7
JUN;19741109;-;50;657.1;-8.3;55.8;264;-10.3;-4.7
JUN;19741110;-;88;654.7;-8;94.6;228;-11;-5.8
JUN;19741111;-;54;654.8;-7.5;51.2;468;-13.7;-3.7
JUN;19741112;-;54;651.3;-9.1;70.9;438;-11.6;-6.6
JUN;19741113;-;50;651.4;-8.8;37.7;264;-13.4;-4.6
JUN;19741114;-;46;652.1;-6.9;57.8;462;-11.3;-3.7
JUN;19741115;-;96;652.6;-7.9;83.1;0;-11.3;-6.4
JUN;19741116;-;100;649.7;-7.8;100;0;-9.2;-7.4
JUN;19741117;-;59;655.2;-9.1;90;48;-11.3;-6
JUN;19741118;-;96;651.8;-7.9;90.4;0;-11;-6.2
JUN;19741119;-;79;648.4;-16.4;73.9;6;-18;-11.7
JUN;19741120;-;75;650.6;-12.1;97.9;0;-18.3;-11.2
JUN;19741121;-;54;651.4;-11.7;79.3;270;-12.5;-7.2
JUN;19741122;-;100;654.3;-7.6;100;0;-12.6;-6.5
JUN;19741123;-;59;653.8;-7.8;71;456;-11.9;-5.7
JUN;19741124;-;100;651.4;-8.8;91.9;0;-10.5;-7.2
JUN;19741125;-;100;646.2;-13.9;98.6;24;-19;-10
JUN;19741126;-;96;645.2;-15.4;97.2;6;-19.3;-10.6
JUN;19741127;-;100;646.4;-11.3;100;0;-12.7;-5.9
JUN;19741128;-;100;637;-16.9;100;0;-20.3;-11.8
JUN;19741129;-;100;640.5;-19.2;100;0;-20.1;-19
JUN;19741130;-;100;646.9;-15.1;100;0;-20.6;-10.6
JUN;19741201;-;75;653.9;-13.2;73.6;186;-14.8;-5.4
JUN;19741202;-;63;663.3;-8.2;68.6;168;-12.2;-5.8
JUN;19741203;-;34;665.8;-6.1;24.5;414;-10.8;-4.5
JUN;19741204;-;25;662.4;-7;56.9;462;-8;-6.4
JUN;19741205;-;66;655;-14.4;49.7;402;-16.4;-13.1
JUN;19741206;-;100;653.1;-13.7;100;0;-15.7;-10.5
JUN;19741207;-;100;655.2;-11.4;99.1;0;-15;-8.6
JUN;19741208;-;91;655.9;-8.7;100;0;-12.7;-6
JUN;19741209;-;9;656.6;-6.5;49.4;396;-9.2;-5
JUN;19741210;-;91;653.1;-11.5;100;222;-13.3;-10.4
JUN;19741211;-;71;645.5;-15.6;88.5;0;-20.2;-12
JUN;19741212;-;79;642.1;-21.8;96.5;162;-25;-14
JUN;19741213;-;100;641.1;-19.2;100;0;-21.4;-16
JUN;19741214;-;16;651.5;-16.7;93.8;240;-25;-12.2
JUN;19741215;-;75;651.4;-14.7;93.8;210;-16;-12.8
JUN;19741216;-;88;650;-15.4;98.1;0;-18.2;-8.9
JUN;19741217;-;100;646.7;-11;100;0;-15.4;-8.9
JUN;19741218;-;100;643.4;-19.9;100;0;-20.9;-18.8
JUN;19741219;-;96;652.6;-17.1;96.5;0;-20.4;-12.2
JUN;19741220;-;29;659.3;-12.5;33.8;378;-15.6;-6
JUN;19741221;-;9;662.6;-5.7;31.9;432;-12;-4.2
JUN;19741222;-;21;663.6;-6.5;34.2;444;-7.8;-5
JUN;19741223;-;13;660.6;-8.4;42.7;432;-10.9;-6.1
JUN;19741224;-;75;654.8;-9.4;78.9;0;-11;-8.5
JUN;19741225;-;79;659.1;-8.8;94.2;204;-12.4;-3
JUN;19741226;-;79;660.1;-9.7;100;0;-12.2;-5.6
JUN;19741227;-;79;655.9;-10.9;94.2;0;-12.6;-8.5
JUN;19741228;-;100;660.1;-7.7;100;0;-14.6;-3.5
JUN;19741229;-;63;662.7;-8.6;92.4;192;-12;-8
JUN;19741230;-;100;653.1;-20.3;100;0;-23.6;-18
JUN;19741231;-;100;658.4;-14.9;97.9;0;-21.6;-10.4
JUN;19750101;-;29;660.7;-11.8;60.9;222;-14;-8
JUN;19750102;-;29;662.2;-8.2;50.6;414;-11.5;-6
JUN;19750103;-;21;660.8;-8.4;49.1;432;-10.5;-7
JUN;19750104;-;25;662.2;-8;39.2;420;-10;-6.5
JUN;19750105;-;50;663.2;-8.3;87.9;264;-10;-6.5
JUN;19750106;-;38;659.4;-7.6;76.6;444;-12;-5
JUN;19750107;-;75;651.5;-11.9;91.9;0;-13.5;-10
JUN;19750108;-;100;646.6;-13.9;100;0;-16.2;-11.5
JUN;19750109;-;21;656.3;-10.9;54.1;378;-17.8;-8.7
JUN;19750110;-;13;658.5;-8.9;45;396;-10.8;-7.3
JUN;19750111;-;16;656.2;-8.1;50.1;456;-9.2;-6.8
JUN;19750112;-;16;655;-10.1;52.1;408;-11.6;-7.6
JUN;19750113;-;34;657.8;-9.4;44.2;366;-12.2;-4.9
JUN;19750114;-;66;658.2;-5;27.3;18;-9.1;-3.3
JUN;19750115;-;84;655.6;-8.8;54.7;0;-12.7;-6.6
JUN;19750116;-;100;649.9;-10.5;90;0;-13.1;-9.5
JUN;19750117;-;96;648.5;-11;90;0;-13.6;-9.4
JUN;19750118;-;100;644.5;-12.8;100;0;-14.1;-8.7
JUN;19750119;-;100;648.3;-13.8;100;0;-16;-11.2
JUN;19750120;-;100;654.3;-11.9;100;0;-15.4;-10.2
JUN;19750121;-;75;653;-13.4;100;0;-16.2;-8.6
JUN;19750122;-;9;652.1;-14.6;21;474;-18;-11.2
JUN;19750123;-;100;649.4;-11.7;100;0;-14.2;-10.3
JUN;19750124;-;91;648.9;-11.8;100;6;-13;-9.5
JUN;19750125;-;75;653.1;-9.2;64.1;0;-13.5;-8
JUN;19750126;-;41;654.6;-13.8;53.1;396;-15.4;-9
JUN;19750127;-;91;648;-9.8;90;24;-13.5;-7.4
JUN;19750128;-;96;641.8;-16;100;0;-21;-7.4
JUN;19750129;-;96;644.4;-15.1;94.7;0;-18.8;-8.8
JUN;19750130;-;59;654.4;-12;71.3;0;-13.8;-9
JUN;19750131;-;84;658.1;-10.4;49.9;156;-12;-8.8
JUN;19750201;-;91;653.7;-17.8;96;48;-21;-11.2
JUN;19750202;-;0;657.9;-11.2;50.8;498;-15.8;-8.9
JUN;19750203;-;0;652.9;-13.3;50.2;498;-15.8;-10.2
JUN;19750204;-;100;648.9;-19.6;100;42;-21.2;-16.6
JUN;19750205;-;100;653.7;-14.8;100;0;-19;-10.2
JUN;19750206;-;59;659.2;-10.4;86.3;366;-12.4;-8.5
JUN;19750207;-;4;656.5;-9.7;41;510;-10.8;-7.4
JUN;19750208;-;0;655.4;-7.6;27.9;510;-10.5;-4.8
JUN;19750209;-;0;653.8;-7.8;30;510;-9.2;-5.5
JUN;19750210;-;9;653.3;-8.5;29.7;516;-10.4;-6.8
JUN;19750211;-;66;649.5;-10.8;75.6;228;-12.2;-8.8
JUN;19750212;-;100;644.1;-12.3;100;0;-13.4;-10.7
JUN;19750213;-;75;642.4;-14.4;92.1;264;-16;-13.4
JUN;19750214;-;50;640.7;-18.5;67.6;372;-19.6;-14.1
JUN;19750215;-;25;643.7;-16.7;35.7;522;-18.4;-15
JUN;19750216;-;16;650.1;-16.2;50.6;402;-20.8;-10.2
JUN;19750217;-;13;658.2;-10.2;12.7;522;-13.2;-6.4
JUN;19750218;-;16;660.2;-5.8;42;522;-10;-3.8
JUN;19750219;-;100;651.4;-11.2;100;36;-14.8;-8.2
JUN;19750220;-;41;648.8;-16.5;61.5;516;-18.8;-9.8
JUN;19750221;-;9;655.2;-9;18.3;522;-14.8;-7
JUN;19750222;-;9;656.8;-10.6;19.7;546;-12;-9.8
JUN;19750223;-;25;656.4;-13;26.6;546;-13.8;-10.8
JUN;19750224;-;29;653.1;-14.4;35.4;546;-17.2;-12.2
JUN;19750225;-;9;652;-15.9;44.7;546;-19.2;-12.5
JUN;19750226;-;0;657.3;-9.7;47.2;546;-15.4;-6
JUN;19750227;-;0;662.2;-6.6;25.6;546;-9.5;-3.7
JUN;19750228;-;50;657.9;-7.2;25.5;480;-8;-5.2
JUN;19750301;-;66;653.9;-6.2;38.8;246;-7.4;-4.4
JUN;19750302;-;75;651;-8;46.2;354;-9.8;-5.8
JUN;19750303;-;100;646.1;-12;100;0;-13;-10.2
JUN;19750304;-;100;640.3;-13.1;100;0;-14.3;-12.1
JUN;19750305;-;54;644.7;-13.7;81;516;-17;-9.8
JUN;19750306;-;16;648.7;-14.6;64.8;474;-15.9;-10.8
JUN;19750307;-;59;649.6;-9.3;60.4;270;-15.4;-6.4
JUN;19750308;-;66;646.3;-10.8;52.8;384;-14;-8.2
JUN;19750309;-;100;638.2;-12;100;0;-12.8;-10.8
JUN;19750310;-;100;638.3;-14.5;100;0;-15.6;-12.6
JUN;19750311;-;84;644.3;-13.3;76.8;294;-15;-10.2
JUN;19750312;-;66;641.6;-13.5;82.8;0;-17;-10.8
JUN;19750313;-;84;642.5;-12.9;91.2;258;-14.2;-10.4
JUN;19750314;-;59;642.6;-14.4;97.4;198;-14.8;-12
JUN;19750315;-;75;643.7;-14.6;100;150;-16;-12.4
JUN;19750316;-;63;642.8;-16.3;98;366;-18;-13.8
JUN;19750317;-;75;639.4;-19;91;354;-19.7;-17.2
JUN;19750318;-;88;632.2;-20.8;89;126;-21.8;-18.2
JUN;19750319;-;100;631.9;-20.5;92;0;-22.9;-18.8
JUN;19750320;-;71;638.8;-21.2;81.4;378;-22.8;-12.9
JUN;19750321;-;21;648.8;-11.8;71.4;642;-20;-7.7
JUN;19750322;-;59;646.2;-14.1;35.8;474;-15.1;-13.2
JUN;19750323;-;100;636.4;-18;100;0;-18.9;-16.1
JUN;19750324;-;100;637;-20.6;98;0;-22;-19.8
JUN;19750325;-;100;641.7;-22.4;100;0;-24.8;-15.6
JUN;19750326;-;96;643.9;-14.8;93;36;-20.4;-13.2
JUN;19750327;-;100;640;-13;90.2;0;-16.4;-12.2
JUN;19750328;-;100;634.6;-16.2;89.2;0;-19.8;-13
JUN;19750329;-;34;635.9;-19.7;58.8;552;-25.7;-15.2
JUN;19750330;-;84;636.6;-17.3;91.2;246;-20.7;-15.2
JUN;19750331;-;34;636.3;-16.4;66;330;-20.6;-14
JUN;19750401;-;75;642.2;-15.7;95.4;150;-18.4;-14.1
JUN;19750402;-;75;642.1;-16.2;65.9;270;-18.5;-14.2
JUN;19750403;-;100;637.7;-15.3;100;0;-17.2;-12.2
JUN;19750404;-;100;638.3;-15.8;100;0;-17.9;-13.8
JUN;19750405;-;91;640.4;-15.9;98.9;0;-18.4;-13.4
JUN;19750406;-;100;640.7;-15.3;97.8;0;-16.5;-13.4
JUN;19750407;-;38;642.6;-14.4;57.9;588;-16.4;-13.2
JUN;19750408;-;46;643.8;-15.3;70.8;456;-17.5;-13.4
JUN;19750409;-;100;641.8;-14.7;96.5;12;-16.2;-13
JUN;19750410;-;100;639.3;-22.6;100;0;-24.8;-22.2
JUN;19750411;-;75;646.1;-19.6;67.5;228;-25;-16.2
JUN;19750412;-;100;651.8;-14.6;100;0;-18.4;-11.8
JUN;19750413;-;21;655.4;-11.4;90.4;522;-14.4;-7.3
JUN;19750414;-;63;654.2;-8;78.5;594;-9.6;-5.7
JUN;19750415;-;100;648;-7.8;100;0;-9.8;-6.4
JUN;19750416;-;100;647.3;-12.9;100;0;-13.4;-11.6
JUN;19750417;-;54;653.9;-12.6;72.3;534;-14.2;-7
JUN;19750418;-;46;655.3;-6.8;82.2;708;-11.4;-4.8
JUN;19750419;-;46;657.9;-4.9;77.8;528;-8.2;-3
JUN;19750420;-;79;659.1;-4;90;426;-5.2;-1.6
JUN;19750421;-;46;658.3;-5;79.3;564;-6.6;-3
JUN;19750422;-;25;657.7;-5.4;66.5;744;-6.2;-1.2
JUN;19750423;-;34;657.7;-4;43.1;774;-6.8;-1
JUN;19750424;-;50;659;-4.2;35.9;798;-8.1;-1.4
JUN;19750425;-;88;656.6;-9.7;100;150;-12.2;-8.5
JUN;19750426;-;25;655;-9.9;78.9;780;-12.4;-7.2
JUN;19750427;-;16;655.9;-6.8;18.1;798;-12.6;-4.6
JUN;19750428;-;25;656.1;-5.2;29.1;798;-8.8;-1.7
JUN;19750429;-;9;654.3;-4.9;46.7;810;-6.9;-2.8
JUN;19750430;-;71;655.1;-7.1;95.9;378;-9.1;-4.8
JUN;19750501;-;25;659.5;-9.5;19.6;792;-15.3;-6.2
JUN;19750502;-;41;661.7;-7.9;36.6;792;-9.4;-7
JUN;19750503;-;96;652.1;-11.3;94;42;-13;-9.5
JUN;19750504;-;100;646.1;-11.6;96.5;0;-13;-10
JUN;19750505;-;100;647.2;-12.1;94.3;0;-15.5;-8.5
JUN;19750506;-;100;649.1;-8.7;91.7;0;-12;-6
JUN;19750507;-;100;648.3;-11.3;94.4;0;-12.9;-9.9
JUN;19750508;-;63;647;-10.6;89.5;216;-14.6;-8.1
JUN;19750509;-;84;649.9;-9.7;98.9;120;-12.4;-7.6
JUN;19750510;-;84;652.2;-8.9;98.4;48;-12;-6.8
JUN;19750511;-;100;648.8;-8.1;100;0;-10;-7.4
JUN;19750512;-;75;650;-8;67.5;396;-10.9;-4.6
JUN;19750513;-;25;651;-4.2;32.2;882;-8.2;-1.4
JUN;19750514;-;29;652;-4.5;50.1;864;-6.4;-2.3
JUN;19750515;-;100;652.9;-5;97.8;30;-7.5;-2
JUN;19750516;-;96;654.3;-5.2;95.7;72;-8.6;-3
JUN;19750517;-;54;658.1;-4.5;81.6;678;-6.8;-0.8
JUN;19750518;-;38;663.7;-0.2;66.5;618;-3;2.2
JUN;19750519;-;50;666;-1;76.5;636;-3.8;1.8
JUN;19750520;-;46;664.3;-1;73.8;750;-2.6;-0.4
JUN;19750521;-;50;661.3;-2;53.2;492;-4.6;0.2
JUN;19750522;-;84;656.1;-3.4;95.7;114;-5.2;-0.8
JUN;19750523;-;88;650.9;-7.5;100;54;-9;-5.2
JUN;19750524;-;100;649.2;-6.3;100;0;-8.6;-4.8
JUN;19750525;-;100;650.5;-7.3;100;24;-8.6;-6.6
JUN;19750526;-;100;651.8;-6.3;100;0;-8.8;-4.8
JUN;19750527;-;100;653.6;-7.9;100;36;-9.4;-5.6
JUN;19750528;-;34;657.2;-5.5;61.4;798;-10.9;-3
JUN;19750529;-;96;653.6;-5.8;85.3;6;-8.5;-3.8
JUN;19750530;-;100;650;-7.2;92.2;0;-8.2;-5.5
JUN;19750531;-;79;650.5;-6.8;87.4;246;-10;-4.3
JUN;19750601;-;100;648.2;-6.8;98.6;6;-8.5;-3.4
JUN;19750602;-;91;646.9;-11.2;97.7;150;-13.5;-9
JUN;19750603;-;79;648.3;-12.8;97.3;18;-13.6;-11
JUN;19750604;-;100;653.1;-13.2;100;0;-16.5;-10.4
JUN;19750605;-;59;658.8;-10;75.3;804;-13.8;-4.7
JUN;19750606;-;46;660.4;-4.5;78.3;744;-7.9;-1.7
JUN;19750607;-;16;658.8;-4.6;68.8;912;-8.5;-1.2
JUN;19750608;-;59;657.9;-3.4;70.4;576;-5.9;-1
JUN;19750609;-;79;654.6;-4.2;97.3;426;-5.6;-2.4
JUN;19750610;-;100;654.6;-5.5;100;0;-5.6;-3.8
JUN;19750611;-;100;655.5;-3.8;100;0;-5.4;-2.8
JUN;19750612;-;84;658.3;-3;91.3;240;-4.6;-1.2
JUN;19750613;-;29;661.2;-2.1;84.3;678;-4.4;-0.8
JUN;19750614;-;29;661.7;0.5;68.1;822;-5;3.4
JUN;19750615;-;100;656.4;-1.6;100;0;-2.6;-0.8
JUN;19750616;-;100;651.9;-3.1;100;0;-4.6;-1.2
JUN;19750617;-;100;652;-6.8;100;246;-8.8;-4
JUN;19750618;-;100;655;-11.1;100;0;-12.4;-8.8
JUN;19750619;-;100;658;-8.3;100;0;-11;-7
JUN;19750620;-;75;657.6;-6.9;91.9;246;-9.6;-4.7
JUN;19750621;-;100;657.9;-4.8;100;30;-7.7;-2.3
JUN;19750622;-;66;660.4;-4.3;94.9;126;-6.4;-2
JUN;19750623;-;100;661.7;-3.1;99.2;18;-4.4;-1
JUN;19750624;-;41;661;-1.8;78.9;636;-4.3;1.4
JUN;19750625;-;50;662.6;1.2;87.6;888;-2.5;5
JUN;19750626;-;29;663.8;1.7;78.8;684;0.4;4.6
JUN;19750627;-;54;663.4;0.6;86.3;606;-0.3;4.4
JUN;19750628;-;100;662;-1.5;97.4;12;-2.1;-0.2
JUN;19750629;-;96;659.6;-3.4;91.3;72;-6.1;-1.4
JUN;19750630;-;100;654.5;-10.3;100;0;-12.2;-8.6
JUN;19750701;-;100;656.8;-10.2;100;0;-11.8;-7.1
JUN;19750702;-;79;657.5;-4.7;100;192;-10.2;0
JUN;19750703;-;16;661.1;0.4;82.6;864;-2.1;3.8
JUN;19750704;-;100;655.2;-2.2;100;0;-3.4;-0.8
JUN;19750705;-;100;656.3;-3.4;99.7;0;-5.1;-1
JUN;19750706;-;59;659.9;-1.4;89.3;606;-3.4;2.4
JUN;19750707;-;25;663.5;1.6;75.3;744;-1;3.9
JUN;19750708;-;54;664.4;2.2;73;618;0.4;4.3
JUN;19750709;-;75;663.8;1.7;84.8;360;0.1;4
JUN;19750710;-;66;663.3;0.1;87.8;498;-1.4;3.4
JUN;19750711;-;75;661.9;-0.1;81.6;474;-1.4;3.3
JUN;19750712;-;100;661.8;-3.2;100;78;-4.8;1.6
JUN;19750713;-;13;666.4;1.9;31.7;900;-5.4;5
JUN;19750714;-;16;668.4;4.8;64.7;876;2.9;7.1
JUN;19750715;-;59;666.6;2.5;70.4;270;2.4;3.6
JUN;19750716;-;25;662.7;1.3;55.4;828;0.4;3
JUN;19750717;-;46;661.1;2;55;324;-1;4.8
JUN;19750718;-;63;659;-0.8;70;66;-2.8;2
JUN;19750719;-;100;659.5;-4.6;100;0;-5.6;-3.2
JUN;19750720;-;63;661.4;-5.5;78.3;168;-8.2;-2.4
JUN;19750721;-;75;660;-3.5;87.5;114;-5.8;-1.8
JUN;19750722;-;54;660;-3.8;88.3;306;-6.4;-0.4
JUN;19750723;-;25;660.5;0.2;74.2;792;-2.8;3.4
JUN;19750724;-;79;659.4;-0.8;91.7;30;-2;1.8
JUN;19750725;-;100;657.9;-7.1;100;210;-9.2;-2.8
JUN;19750726;-;4;663.1;-3.1;16.5;882;-9.2;1
