stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Sonnenscheindauer (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%)
GVE;19830420;151;0;71;203;965.5;2.5;9.3;3.2;13.1;79.5
GVE;19830421;94;0;96;49;960.1;9.5;9.9;6.6;17.4;82.4
GVE;19830422;276;0;42;600;963.6;0;10.5;4;17.2;65
GVE;19830423;128;0;88;99;960.7;1.9;9.7;5.3;16;73.4
GVE;19830424;228;0;75;341;961.1;0;10.1;6;16;75.4
GVE;19830425;72;0;92;0;961.9;0.5;9.3;4.5;13.1;79.1
GVE;19830426;160;0;88;103;962;0.4;9.9;6.8;15.7;76
GVE;19830427;234;0;58;461;966.3;1.5;9.8;3.1;17.3;69
GVE;19830428;117;0;92;42;967.3;7.1;10.5;6.7;14;75.8
GVE;19830429;247;0;67;382;968.2;0.1;11.2;7;16.2;69.6
GVE;19830430;194;0;83;89;961.8;0.1;12.5;6.6;16.9;70.4
GVE;19830501;87;0;92;46;958.4;12.8;9.3;6.5;12.5;81.2
GVE;19830502;249;0;71;437;964.5;4.7;11;7.2;16.5;61.5
GVE;19830503;143;0;88;80;967.5;1.4;11.4;7.3;16.1;68
GVE;19830504;119;0;92;25;968.5;1.1;12;7.9;17.6;74.4
GVE;19830505;301;0;38;682;968.5;0;13.3;6.6;20.4;68.2
GVE;19830506;205;0;88;112;967.7;0;15;8.4;21.8;65.6
GVE;19830507;38;0;100;0;964.7;18;12.7;10.4;14.6;92.3
GVE;19830508;184;0;88;106;962.2;3.8;10.7;6.6;15.5;77.3
GVE;19830509;240;0;67;400;961.4;0.7;12;6.8;17.2;61.7
GVE;19830510;115;0;92;1;957.9;1.1;10.4;8.3;13.9;73.1
GVE;19830511;105;0;83;70;954.9;1.9;11;7.7;16;65.7
GVE;19830512;135;0;83;178;956.9;0.6;13.5;6.4;18.6;61.9
GVE;19830513;36;0;96;0;964;6.1;10;9.1;13.2;90.2
GVE;19830514;127;0;88;73;963.9;4.7;11.5;8.1;14.6;84.8
GVE;19830515;108;0;92;12;960.7;55;12.5;10;17.3;90.8
GVE;19830516;182;0;92;176;959.8;6.1;13.8;10;20.1;65.6
GVE;19830517;156;0;92;50;964.9;10.5;10.7;4.7;18.4;77.2
GVE;19830518;289;0;63;494;967.8;8;11.3;5;20;72.3
GVE;19830519;324;0;63;700;967.6;0;12.6;7.7;19.1;62
GVE;19830520;124;0;92;11;961.5;3.7;11.4;5.9;15.9;77.7
GVE;19830521;61;0;88;7;959.7;7.6;9.1;3.8;12.3;88
GVE;19830522;144;0;96;45;964.7;0.4;8.3;3;12.7;79.9
GVE;19830523;103;0;96;0;965.2;10.1;8.2;6.7;10.4;88
GVE;19830524;78;0;100;0;964.9;10.8;7.7;5.8;10.1;87.9
GVE;19830525;60;0;100;0;968;19.1;5.4;4.7;6.1;92.2
GVE;19830526;52;0;100;0;969.2;1.9;6.8;5.1;9.1;89.6
GVE;19830527;108;0;92;0;969.2;0;8.3;5;11.8;75.4
GVE;19830528;302;0;58;449;966.5;0;11;1.9;19;62.8
GVE;19830529;274;0;58;454;964.1;0;14.4;7.9;20.8;59.8
GVE;19830530;276;0;79;338;965.3;0;15.5;8.1;24.1;62.6
GVE;19830531;189;0;71;56;967.8;0.5;15.4;8.8;21.3;73.4
GVE;19830601;104;0;96;8;969;3;15.2;10.5;19.8;84.3
GVE;19830602;238;0;63;358;973.2;0;16.7;11.9;22.7;71.4
GVE;19830603;302;0;71;634;974.3;0;18;10.9;27.1;66
GVE;19830604;329;0;46;794;974.6;0;19.6;10.4;27.9;60.4
GVE;19830605;313;0;38;735;972;0;21.9;13.4;30.7;58.4
GVE;19830606;96;0;88;1;969.8;0;18.6;14.5;22.9;78.8
GVE;19830607;300;0;46;433;971.5;0;19.4;14.6;26;73.3
GVE;19830608;289;0;33;597;974;0;21.8;13.6;29.4;61
GVE;19830609;263;0;50;520;975.1;0.1;21.5;15.1;29.1;60.6
GVE;19830610;304;0;38;636;971.1;0;21.2;14.1;28.7;60.8
GVE;19830611;246;0;63;253;967.3;0;18.5;10.9;23.8;64.5
GVE;19830612;321;0;58;443;967.6;4.6;20.4;14;27.2;62.4
GVE;19830613;184;0;88;86;971.5;2.4;16.3;12.2;19.8;75.1
GVE;19830614;327;0;33;693;975.3;0;16.5;10;22;58.2
GVE;19830615;345;0;21;726;977.3;0;15.1;10;20;53.8
GVE;19830616;353;0;38;813;975.7;0;13.6;7.3;19.1;51.6
GVE;19830617;240;0;58;176;972.2;0;13.5;8.1;18.1;54.5
GVE;19830618;179;0;63;182;969.5;0;13.5;10.9;15.5;54.6
GVE;19830619;333;0;21;673;967.9;0;16.2;10.5;22.5;56.5
GVE;19830620;157;0;96;0;968.5;6;14.9;10.4;19.5;77
GVE;19830621;238;0;67;308;969.2;32.4;15.6;10.7;23.9;77.4
GVE;19830622;321;0;42;609;968.3;0;17;8.9;24.3;67.6
GVE;19830623;325;0;33;654;967.2;4.1;19.3;11.8;26.1;65.9
GVE;19830624;278;0;33;499;969.7;2.1;19.1;14.4;25.7;72.7
GVE;19830625;289;0;63;432;970.6;0.3;19.8;13.5;27.2;69.4
GVE;19830626;207;0;79;196;970.5;18.6;19.2;15.1;26;76.4
GVE;19830627;111;0;92;11;966.9;2.4;17;15.2;21.8;86.9
GVE;19830628;235;0;58;318;966.7;0;17;11;21.5;68.8
GVE;19830629;329;0;17;725;968.1;0;16.3;9;22.7;64
GVE;19830630;257;0;67;381;966.8;2.2;17.4;12.6;23.4;60.9
GVE;19830701;240;0;58;331;971.1;0.1;16.7;11.4;22;69.8
GVE;19830702;340;0;13;775;973;0;16.5;8.7;23.2;65.3
GVE;19830703;319;0;58;652;971.1;0;18.7;10;25.7;64.4
GVE;19830704;216;0;54;264;970.1;5;18.8;13.7;24.7;76.9
GVE;19830705;282;0;67;522;970.7;22.3;18.8;14.6;26.4;76.5
GVE;19830706;277;0;75;459;969.6;21.7;18.9;13;26.4;75.3
GVE;19830707;214;0;88;150;968.7;0;19.7;16;26.3;76.9
GVE;19830708;320;0;17;677;967.7;0;21;14.2;27.6;67.8
GVE;19830709;268;0;13;539;968.9;0;21.6;15.5;27.4;71.8
GVE;19830710;314;0;13;713;969.9;0;22.9;16;31.3;67.9
GVE;19830711;238;0;21;472;970.3;0;22.2;15.9;28.7;67.2
GVE;19830712;317;0;4;796;969.7;0;22.4;14.1;30.2;59.7
GVE;19830713;290;0;29;572;969.4;0;23;15.3;30.2;58.5
GVE;19830714;326;0;13;716;968.3;0;22.3;15.4;27.9;53.3
GVE;19830715;318;0;8;679;968.5;0;20.6;12.2;28.2;61.3
GVE;19830716;317;0;8;734;968;0;21.9;13;30.6;58.5
GVE;19830717;300;0;13;715;968.5;0;23.9;15.7;32.4;57.1
GVE;19830718;305;0;8;764;970;0;24.9;16.6;32.9;49.3
GVE;19830719;266;0;42;503;972.4;0;24.9;15.4;32.8;49.4
GVE;19830720;292;0;33;648;971.5;0;26;19.6;34.5;53.9
GVE;19830721;293;0;0;660;970.9;0;24;17.6;32.1;63.3
GVE;19830722;293;0;4;625;968;0;24.3;16.8;33.9;60.7
GVE;19830723;239;0;67;352;965.1;0;26.1;19.7;32.9;54.4
GVE;19830724;265;0;46;448;964.3;0;24.8;18.8;32.3;58.1
GVE;19830725;258;0;63;470;965.4;0;24;16.7;31.4;63.7
GVE;19830726;267;0;42;527;967.9;0;25.7;17.2;35;58.9
GVE;19830727;249;0;8;420;968.9;0;25.9;17.1;35.3;56.4
GVE;19830728;254;0;4;546;969.8;0;26;17.3;34.6;54.8
GVE;19830729;279;0;4;675;971.5;0;26;17.7;34.3;54.5
GVE;19830730;296;0;0;737;969.8;0;24.5;16.8;33.1;57.7
GVE;19830731;260;0;33;472;965;0;25.9;16.1;35.1;55.6
GVE;19830801;172;0;79;52;965.1;8.2;24.7;16.7;29.9;55.1
GVE;19830802;158;0;83;86;967.7;5.5;18.6;14.4;22.2;58.8
GVE;19830803;253;0;71;422;973.6;0.1;14.7;10.2;19;55.9
GVE;19830804;302;0;33;670;974.8;0;15.9;8.5;22.8;53.5
GVE;19830805;265;0;58;441;971.7;0;17;9;23.9;56.7
GVE;19830806;188;0;42;255;970.5;0;17.2;12.4;21.3;58
GVE;19830807;257;0;38;388;969.6;0;16.6;10;23.4;61.6
GVE;19830808;296;0;25;728;971.7;0;18.5;10.2;27.5;62.6
GVE;19830809;156;0;83;68;971.7;0;19.3;12.6;26;70.3
GVE;19830810;210;0;75;326;967.8;0;20.3;14.7;27.8;70.2
GVE;19830811;169;0;88;209;964;0;20;15.2;25;66.9
GVE;19830812;254;0;33;512;964;0;20;12.5;26.9;59.7
GVE;19830813;268;0;42;569;966.8;0;19.3;12.1;26.3;56.3
GVE;19830814;282;0;0;732;969.5;0;18.9;12.7;26.4;52
GVE;19830815;259;0;13;609;970.9;0;21.2;11.4;30.4;52.3
GVE;19830816;223;0;58;248;968.2;11;22.1;16.1;29.7;60.4
GVE;19830817;235;0;38;419;968.5;0;19.7;14.6;25.5;67.9
GVE;19830818;271;0;13;683;968.6;0;20.4;13.5;27.7;64.2
GVE;19830819;190;0;75;241;969.6;20.9;20.1;14.3;29.3;71.1
GVE;19830820;184;0;83;190;971.7;6.1;18.8;15.1;25.2;79.7
GVE;19830821;162;0;71;252;971.2;0;18.4;12.6;23.6;75.9
GVE;19830822;249;0;38;463;971.1;0;20.2;14.3;27;67.7
GVE;19830823;165;0;79;98;969.8;4.6;19.2;15.6;25.3;75.5
GVE;19830824;184;0;92;156;965.4;1.4;19.2;15;23.7;76.9
GVE;19830825;151;0;88;21;965.2;14.8;19.3;16;24.7;79.6
GVE;19830826;247;0;71;497;967.9;0;20.3;14.9;25.7;71.9
GVE;19830827;246;0;13;522;970.3;0;21.3;16.5;27;72.1
GVE;19830828;163;0;46;188;969.6;2.8;19.9;16.8;26.2;80.2
GVE;19830829;151;0;75;124;968.4;0;19.3;16.6;24.7;76.7
GVE;19830830;203;0;54;224;968.5;0;20.1;15.9;24.8;73.1
GVE;19830831;194;0;67;314;967.2;2.8;20.1;14.8;27.6;74.7
GVE;19830901;70;0;75;3;965.9;18.6;17.4;14.7;21.1;90.8
GVE;19830902;238;0;46;546;966.9;0;18.8;15.4;23.1;62.3
GVE;19830903;159;0;71;193;971.9;0.8;16.5;11.5;19.8;56.3
GVE;19830904;228;0;50;383;975.7;0;15.8;10.1;20.5;61.9
GVE;19830905;219;0;46;503;977;0;19.9;13.8;27;65.1
GVE;19830906;187;0;67;315;975.3;0;19.1;13.6;26.4;68.6
GVE;19830907;242;0;17;699;971.6;0;16.7;10.7;23;65.5
GVE;19830908;227;0;46;607;966.9;2.8;15.5;8.2;23.5;69
GVE;19830909;168;0;71;300;961.8;0.7;21;14.3;27.1;66.1
GVE;19830910;64;0;79;67;959.4;31.9;15.6;10.2;25.3;78.7
GVE;19830911;128;0;67;243;963.3;3;12;8.8;15.9;72.7
GVE;19830912;81;0;92;18;969.4;1.4;10.4;6.6;13.9;80.4
GVE;19830913;237;0;38;680;972.5;0;12;4.9;19.3;69.4
GVE;19830914;184;0;54;458;971.3;0;16.6;9.7;23.6;64.5
GVE;19830915;193;0;58;488;964.6;19.4;20.1;13.5;25.6;58.2
GVE;19830916;75;0;83;117;960.1;9.2;13.3;9.7;17.5;82.6
GVE;19830917;83;0;88;44;963.9;0.8;11.3;8.8;15;78.2
GVE;19830918;220;0;13;679;970.9;0;12.3;6.4;19.5;74.7
GVE;19830919;216;0;13;680;971.8;0.9;14.3;6.2;23.2;72.2
GVE;19830920;146;0;46;241;974.9;0;15.1;11.2;19.5;79
GVE;19830921;122;0;75;75;971.1;0.1;16.6;8;24.8;71.3
GVE;19830922;212;0;29;615;973.9;0;19.1;11.6;25.3;66.9
GVE;19830923;203;0;13;653;977.3;0;15.3;8.5;22.8;75.8
GVE;19830924;193;0;4;610;978.9;0;16.7;10.3;24.6;76.4
GVE;19830925;184;0;42;515;979.4;0;18.2;12.2;26.4;75.6
GVE;19830926;162;0;38;424;978.2;0;17;9.5;25.6;64
GVE;19830927;168;0;54;474;975.8;0;14.7;8.9;24.7;71.7
GVE;19830928;178;0;8;525;971.6;0;14.7;8.4;21.8;78.1
GVE;19830929;163;0;42;410;967.9;0;15.6;10;22.7;79.3
GVE;19830930;130;0;63;48;968.8;0;15.6;10.9;21;78.4
GVE;19831001;170;0;29;525;974;0;16;9.9;23.8;73.9
GVE;19831002;145;0;25;335;977.7;0;15.5;10.4;22.4;77.5
GVE;19831003;159;0;21;529;977.5;0;14.6;8.5;22.1;79.3
GVE;19831004;166;0;63;481;975.4;0;16.3;9.5;24.1;71.4
GVE;19831005;172;0;4;582;976.5;0.1;15.6;9.2;23.4;73.5
GVE;19831006;69;0;79;45;975.9;3.5;14.3;9.8;19;85.7
GVE;19831007;145;0;33;366;974.3;0;14.4;8;20.4;72.6
GVE;19831008;165;0;46;537;973.2;0;12.3;5.1;19.2;69.9
GVE;19831009;64;0;100;0;972.4;0.4;13.1;11.1;15.3;74.1
GVE;19831010;164;0;17;614;971;0;13.2;6.8;18.7;77.1
GVE;19831011;52;0;75;72;975.4;0.1;12.2;7;16;68.2
GVE;19831012;158;0;33;601;976.8;0;8.5;3;15.6;74.5
GVE;19831013;149;0;29;602;971.3;6.3;11.4;1.7;19.9;65.8
GVE;19831014;13;0;96;0;970.7;37.7;12.6;9.5;15.8;83.9
GVE;19831015;143;0;50;474;970.2;0.8;11.9;8.5;16;72
GVE;19831016;12;0;96;0;963.4;15.3;11.5;8.5;14.7;74.3
GVE;19831017;98;0;71;179;971.1;0.3;8.7;6.4;12.1;70.2
GVE;19831018;105;0;75;158;978.5;0;9;5.5;12.6;78.4
GVE;19831019;141;0;17;549;979.1;0;9;3.2;15.3;80.4
GVE;19831020;71;0;88;0;977.4;0;11.3;6.7;14.7;82.3
GVE;19831021;62;0;79;6;976.5;0;9;5.8;12.7;73.8
GVE;19831022;130;0;33;453;980.8;0;7.6;4;11.3;61.2
GVE;19831023;107;0;58;255;979.2;0;4.8;0.9;10.5;79.8
GVE;19831024;127;0;13;437;975.8;0;4.5;-0.6;11.4;81.7
GVE;19831025;56;0;67;0;978.9;0;4.7;0.4;8.3;84.6
GVE;19831026;95;0;50;300;978.6;0;6.4;1.9;11.6;77.5
GVE;19831027;125;0;0;533;975.4;0;6.5;0.2;16.7;78.3
GVE;19831028;118;0;33;446;970.8;0;6.1;-0.3;14.9;77.8
GVE;19831029;39;0;96;0;969.4;1.8;6.6;2.5;9.6;81.1
GVE;19831030;44;0;96;0;970.4;0.1;8;6.8;9.8;75
GVE;19831031;104;0;42;277;976.5;0;7.9;3.8;11.9;70.2
GVE;19831101;104;0;13;351;979.9;0;6.2;0.9;12.2;77.8
GVE;19831102;88;0;54;252;977.2;0.1;5.5;1.1;10.5;81.4
GVE;19831103;32;0;96;0;973.9;0;4.8;0.3;7.1;88.3
GVE;19831104;45;0;92;1;971.9;0;6.8;5.1;9.2;87
GVE;19831105;79;0;42;231;972;0;7.8;3.5;13.8;84.8
GVE;19831106;35;0;100;0;972.6;0;7.3;3.7;9.4;88.6
GVE;19831107;26;0;100;0;971.6;0;7.2;6.6;8.2;87.2
GVE;19831108;55;0;71;162;974.6;0;6.9;3.8;9.8;85.8
GVE;19831109;26;0;100;0;975.5;0;6.4;5.5;7;88.2
GVE;19831110;22;0;100;0;973.1;0;5.9;5;6.6;87.8
GVE;19831111;22;0;100;0;971.6;0;5.9;4.9;7;86.6
GVE;19831112;17;0;100;0;971.3;0;5.6;5;6.3;79.4
GVE;19831113;30;0;100;0;969.4;0;5.9;4.3;7.4;80.2
GVE;19831114;16;0;100;0;969.9;0;2.9;1.3;5.4;74.1
GVE;19831115;19;0;100;0;966.5;0;1.6;0.9;2.4;77.2
GVE;19831116;57;0;63;163;962.2;0;1.7;-2.6;4.9;78.9
GVE;19831117;72;0;46;265;962.6;0;1.7;-3.4;5.4;74.2
GVE;19831118;16;0;100;0;968.1;0;2.5;1.6;3.2;68.8
GVE;19831119;32;0;96;0;972.2;0;1.7;1;3;69.7
GVE;19831120;42;0;83;0;967.7;0;1.6;0.1;4.3;77.6
GVE;19831121;40;0;71;36;965.7;0;3.8;1.8;6.3;76.6
GVE;19831122;68;0;58;243;970.4;0;2.3;-1;3.7;65.5
GVE;19831123;29;0;100;0;973.4;0;2.6;-1;4.2;74
GVE;19831124;36;0;96;0;975.9;4.4;4.3;2.6;6.1;83.2
GVE;19831125;23;0;92;0;976.2;7.9;8.5;5.9;10.9;86.6
GVE;19831126;10;0;100;0;966.6;38.2;10.9;9.1;12.4;86.9
GVE;19831127;25;0;83;44;951.6;33.8;10.2;5.7;14.8;73.6
GVE;19831128;29;0;96;2;961.3;14.7;7.2;5.7;10.1;84.5
GVE;19831129;48;0;75;103;971.6;0.3;6.3;1;11.5;77.6
GVE;19831130;74;0;33;397;975.5;0;3.2;-1;7.7;73.3
GVE;19831201;81;0;13;457;980.7;0;1.2;-0.9;3;59.4
GVE;19831202;76;0;8;445;978.3;0;-0.8;-3.1;1.6;57.3
GVE;19831203;22;0;88;0;978.5;0;-3.5;-4.5;-2.1;65.6
GVE;19831204;16;0;100;0;980.4;0;-2.4;-3.5;-1.3;71.1
GVE;19831205;19;0;100;0;978;0;-1.7;-3.1;-0.5;79.4
GVE;19831206;27;0;96;0;976.2;0;-1.5;-2.7;0.2;88.5
GVE;19831207;64;0;67;261;979.8;0;1.3;-1.9;4.7;67.9
GVE;19831208;65;0;25;230;978.1;0;0.6;-2.8;2.7;69.4
GVE;19831209;35;0;92;7;962.9;3.7;1.7;-4.2;6.9;68.6
GVE;19831210;18;0;96;0;957.7;3.1;4.3;2.7;5.8;81.1
GVE;19831211;70;0;38;447;967;0;1.2;-1.2;3.4;67
GVE;19831212;21;0;92;0;966.8;3.2;-0.1;-1.3;1.1;78
GVE;19831213;23;3;100;0;974;0;1.3;-0.2;2.4;86.5
GVE;19831214;40;0;71;58;972.5;0;1.3;-0.6;3.2;81.3
GVE;19831215;14;0;100;0;964.1;0;0.4;-0.2;0.9;86.4
GVE;19831216;19;0;100;0;952.7;0;0.7;-0.4;1.5;86.3
GVE;19831217;26;0;92;12;952.5;0.9;2.6;-0.7;6.6;86.3
GVE;19831218;27;0;96;0;948.1;4.4;2.7;-0.7;4.3;88.1
GVE;19831219;16;0;75;15;947.5;27.7;2.7;-0.4;5.3;90.1
GVE;19831220;49;0;83;236;955.3;6.6;4.8;0.4;8;76.5
GVE;19831221;12;0;100;0;953.8;7.7;4.1;1.6;5.1;90.5
GVE;19831222;39;0;100;43;962.2;2.5;2.5;0.2;6;92
GVE;19831223;13;0;100;0;968.4;10.3;7.5;4.7;11.6;88.6
GVE;19831224;62;0;54;362;974.4;0;9.2;2.4;14.5;83.7
GVE;19831225;56;0;88;192;972.9;0;6;0.6;12.4;75.9
GVE;19831226;12;0;92;0;978.6;4.2;7.5;4.4;11;69.7
GVE;19831227;71;0;17;449;988.9;0;3.1;-0.3;6.9;78.4
GVE;19831228;64;0;4;428;986.9;0;3;-0.6;8.1;79
GVE;19831229;62;0;8;405;983.6;0;2.2;-1.1;8.4;85
GVE;19831230;63;0;67;322;978.8;0;2.5;-1.5;9.5;87.8
GVE;19831231;53;0;75;267;979.6;0;3.1;-0.6;9;86.1
GVE;19840101;37;0;67;0;977.3;0;0;-3;3;92.1
GVE;19840102;62;0;21;342;974;0;0.9;-3;6.7;84
GVE;19840103;19;0;71;0;965.9;10;5.4;1.5;9.4;71.6
GVE;19840104;39;0;92;51;969.9;0.4;2.5;1;4.6;73.6
GVE;19840105;70;0;33;436;977.1;0;0.7;-3.3;4.9;71.9
GVE;19840106;48;0;75;46;972.4;0;0.5;-2.5;4.3;70
GVE;19840107;20;0;92;0;964.3;3.2;1.9;-1.9;4;84.7
GVE;19840108;30;0;83;58;964;2;2.2;-0.6;5.2;80.5
GVE;19840109;47;2;83;147;970.2;0;-0.5;-4.5;3.2;78.4
GVE;19840110;75;0;13;440;977.1;0;0;-3.8;3.3;64
GVE;19840111;71;0;33;320;975;0;-2.4;-5.2;0.8;75.8
GVE;19840112;16;0;96;2;966.2;3.7;0.5;-3.5;3.4;81.1
GVE;19840113;20;1;92;0;971.4;9.9;0;-5.5;3.5;88.2
GVE;19840114;11;0;100;0;962.9;7.1;6.8;2.2;11.1;77.8
GVE;19840115;23;0;79;9;968.7;1.1;4.3;1.9;7.5;69.2
GVE;19840116;48;0;92;103;975.5;0.6;5;2.9;7.3;69.1
GVE;19840117;13;0;92;0;969.5;3.9;6.5;2.5;7.8;65.4
GVE;19840118;85;0;38;445;973;0;2.1;-2.2;6;67.3
GVE;19840119;13;0;100;0;960.7;15.5;-0.5;-3.4;3.8;90.5
GVE;19840120;35;10;100;2;964.5;2.6;2.7;1.2;4.2;77
GVE;19840121;21;7;100;0;964.6;11.5;0.6;0;1.4;90
GVE;19840122;23;12;92;0;958.5;8.2;3.2;0.5;6.5;82.1
GVE;19840123;20;2;88;0;950;15.2;3.7;0.8;6.7;76
GVE;19840124;26;0;100;0;952.5;11.1;2;0.4;4.4;71.4
GVE;19840125;77;10;38;302;969;0;-0.4;-6.2;3.8;77.2
GVE;19840126;45;6;100;0;965.3;6.3;-2.7;-7;-0.3;83.6
GVE;19840127;29;15;100;0;967.1;8.1;0;-3;1.9;91.5
GVE;19840128;77;18;83;200;975.3;0;2.3;-0.8;6.3;80.5
GVE;19840129;101;11;63;341;973.7;2.5;2.1;-2.6;6.1;70.7
GVE;19840130;93;8;63;245;970.4;3.6;2.6;1.3;5;83.2
GVE;19840131;44;8;92;8;959.7;3.6;3.4;0.8;5.8;79.2
GVE;19840201;60;0;88;12;960.3;4.3;3.6;1.4;6.3;72.9
GVE;19840202;61;0;92;4;961.8;0.1;4.5;1.4;7;74.6
GVE;19840203;69;0;92;55;968.6;2.4;3;-1.3;6.6;78.4
GVE;19840204;59;0;92;7;972.6;0;6.4;3.5;10.1;76.6
GVE;19840205;78;0;63;149;973.5;0.3;6.6;0.7;11.4;73.4
GVE;19840206;14;0;79;0;974.1;32.1;3.7;1.4;6.5;80.2
GVE;19840207;25;0;96;0;960.7;22.4;5.7;4.6;7.2;77.8
GVE;19840208;30;0;100;45;957.5;25.4;4;1.2;7.8;75
GVE;19840209;69;1;92;120;972.3;0.4;2.3;0.4;4.7;70.5
GVE;19840210;128;0;13;545;983.1;0;2.1;0.7;4.6;60.1
GVE;19840211;39;0;71;5;981;0;2.8;0.6;5.1;64.6
GVE;19840212;30;0;92;0;980;0;0.5;-2.5;3;64.5
GVE;19840213;101;0;46;311;978.3;0;-2;-3.9;1.2;59.3
GVE;19840214;68;0;63;121;980.7;0;-2.6;-4.1;-0.2;62.7
GVE;19840215;109;0;25;340;979;0;-1.9;-3.7;1.2;61.2
GVE;19840216;117;0;38;392;978.1;0;-1.8;-3.9;1.2;62.5
GVE;19840217;70;0;63;130;977.4;0;-3.3;-5.9;-0.4;67.7
GVE;19840218;46;0;96;3;974.9;0;-3.8;-7.2;-1.5;74.4
GVE;19840219;114;0;63;210;968.8;1.2;-1.9;-5.5;1.8;70
GVE;19840220;73;2;71;75;968.7;1.6;0.8;-3.2;5.6;84.1
GVE;19840221;41;0;100;5;969.6;11;-0.2;-3.2;2.3;86.2
GVE;19840222;125;13;71;183;968.1;0.4;2.5;-1.7;6.3;79.3
GVE;19840223;132;3;71;398;965.4;0;2.9;0.9;5.6;74.4
GVE;19840224;44;0;71;0;966.1;0;1.7;0.8;2.4;64.4
GVE;19840225;33;0;100;0;963.1;0;1.4;0.8;2.7;72.1
GVE;19840226;33;0;100;0;961.9;0.5;1.3;0.2;2.6;77.8
GVE;19840227;100;1;88;96;964.1;0;2.3;0.2;6.8;65.2
GVE;19840228;63;0;96;0;963.5;0.4;1.3;-1.1;3.2;74
GVE;19840229;71;2;96;1;961.8;0;1.3;-0.2;3.6;80
GVE;19840301;27;0;100;0;960.1;0;1.4;0.5;2.2;75.5
GVE;19840302;38;0;96;0;962.6;3.8;2.2;-1.2;4.5;78.1
GVE;19840303;62;2;96;0;960.3;3.3;-0.1;-1.3;1;87.2
GVE;19840304;160;11;42;371;968.2;0.1;1.4;-2.8;3.7;68.5
GVE;19840305;177;0;8;583;976.7;0;1.9;-0.8;5.1;61.1
GVE;19840306;168;0;38;537;979.2;0;3.5;0.3;7;62.1
GVE;19840307;164;0;54;502;977.2;0.2;4.2;1.2;8.4;68
GVE;19840308;175;0;46;470;975.6;0;2.7;-0.3;4.7;65.1
GVE;19840309;164;0;21;467;974.5;0;0.4;-1.3;2.8;59.9
GVE;19840310;153;0;58;372;973.7;0;-0.2;-2.3;2.7;61.9
GVE;19840311;180;0;13;481;974.6;0;-0.2;-3.6;4.6;63
GVE;19840312;183;0;4;559;970.7;0;-1.1;-6.2;4;69.7
GVE;19840313;176;0;25;478;969.4;0;0.4;-5.1;7.6;70.5
GVE;19840314;186;0;4;576;966.4;0;1.5;-4.8;9;67.6
GVE;19840315;161;0;8;347;960.2;0;1.4;-3.9;8.5;73.8
GVE;19840316;171;0;33;388;958.7;0;3.4;-2.2;10.6;71.6
GVE;19840317;186;0;17;553;959.9;0;4.1;-2.8;12.3;66.8
GVE;19840318;144;0;54;208;963.3;0;4.9;-0.5;12.2;70.4
GVE;19840319;177;0;8;434;963.7;0;3.7;-2.1;10.5;73.7
GVE;19840320;174;0;50;322;961.2;0;4.9;-1.5;11.3;71.6
GVE;19840321;115;0;88;9;959.4;0;6.5;2.2;11.1;73.5
GVE;19840322;119;0;92;0;959.7;0;6.2;1;10.8;72.6
GVE;19840323;188;0;8;476;960.7;0;5.1;-1.4;12.9;66
GVE;19840324;71;0;75;18;957.4;23.4;5.1;-2.1;12.3;73.2
GVE;19840325;179;5;75;319;955.1;8;5;0.5;11.8;78.4
GVE;19840326;83;0;100;91;956.5;15.1;5.9;3.1;9.7;81.1
GVE;19840327;158;0;67;327;962;2.6;8.1;2.7;13.3;66.6
GVE;19840328;60;0;100;53;958.5;6.9;8.4;4.6;13.2;80.7
GVE;19840329;121;0;88;62;963.2;0.2;6.2;3.2;9.6;68.2
GVE;19840330;163;0;58;276;966;0;5.6;1.1;9.9;69.6
GVE;19840331;168;0;83;128;962;4.9;5;-1.7;10;68.3
GVE;19840401;33;0;100;0;954.4;19.2;7;5.3;8.6;91.4
GVE;19840402;84;0;92;22;956.9;0;3.9;1.4;8.5;67.2
GVE;19840403;168;0;58;250;961.1;0;2.1;-0.5;5.1;66.9
GVE;19840404;153;0;67;125;961;1.9;2.4;-3.1;6.1;67.6
GVE;19840405;66;0;100;2;962.4;3.1;2.9;0.5;5.4;85.3
GVE;19840406;117;0;88;25;968.1;0;5.4;2.3;8.6;66.9
GVE;19840407;174;0;75;197;969.8;0;6.9;3.6;11.4;68.3
GVE;19840408;114;0;75;10;970;0;7.4;4.1;9.8;68.5
GVE;19840409;223;0;42;471;968.9;0;7.1;2;12.4;65.9
GVE;19840410;195;0;46;177;963.6;0;5.9;-1.1;11.4;70.4
GVE;19840411;177;0;38;172;964.3;0;5.8;1.5;10.2;74.5
GVE;19840412;230;0;21;316;968.8;0;6;-0.9;13.1;70.1
GVE;19840413;246;0;33;533;970.9;0;7.5;2.6;12.8;67.2
GVE;19840414;267;0;17;688;970.1;0;8.5;-0.7;18.4;65.3
GVE;19840415;250;0;67;538;966.2;0;11.5;2.2;19.5;57.3
GVE;19840416;65;0;96;0;969.3;1.8;7.2;1.8;13;79.1
GVE;19840417;271;0;33;607;974.4;0;6.3;1.4;10.8;64.7
